Unnamed: 0,CID,SMILES,Solubility,Experiment Solubility-PubChem
22665,1462949.0,C1=CC(=CN=C1)NC(=O)CS(=O)CC(=O)NC2=CC=C(C=C2)F,> [ug/mL],>50.3 [ug/mL] (The mean of the results at pH 7.4)
22666,1463482.0,CC1=NC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)N1CC3=CC=C(C=C3)OC,= [ug/mL],3.8 [ug/mL] (The mean of the results at pH 7.4)
22667,1463674.0,C1=CC=C(C(=C1)CN2N=C(N=N2)C3=CC=C(C=C3)N)F,= [ug/mL],12.1 [ug/mL] (The mean of the results at pH 7.4)
22668,1463679.0,CC1CCN(CC1)C(=O)CN2N=C(N=N2)C3=CC=C(C=C3)N,= [ug/mL],21.4 [ug/mL] (The mean of the results at pH 7.4)
22669,1466273.0,CC1=C2C(=CC=C1)C=C(C3=NN=NN23)CN(CC4=CC=CO4)C(=O)C,= [ug/mL],2 [ug/mL] (The mean of the results at pH 7.4)
22670,1467782.0,CC1=C2C(=CC=C1)C=C(C(=N2)Cl)CNC3CCCC3,> [ug/mL],>41.2 [ug/mL] (The mean of the results at pH 7.4)
22671,1467855.0,C1OC2=C(O1)C=C(C=C2)CC3=NN=C(O3)SCC(=O)N,> [ug/mL],>44 [ug/mL] (The mean of the results at pH 7.4)
22672,1467857.0,CN(C)C(=O)CSC1=NN=C(O1)CC2=CC3=C(C=C2)OCO3,> [ug/mL],>48.2 [ug/mL] (The mean of the results at pH 7.4)
22673,1467913.0,C1=CC(=CC(=C1)[N+](=O)[O-])C2=NN=C(O2)SCC3=CN=CC=C3,> [ug/mL],>47.1 [ug/mL] (The mean of the results at pH 7.4)
22674,1467928.0,C1=CC=C(C(=C1)CSC2=NN=C(O2)C3=CC=NC=C3)C#N,= [ug/mL],38.5 [ug/mL] (The mean of the results at pH 7.4)
22675,1469430.0,CCNC(=S)N1CCC(CC1)N2C=NC3=CC=CC=C32,> [ug/mL],>43.3 [ug/mL] (The mean of the results at pH 7.4)
22676,1469705.0,CC1=CC2=C(C=C1)N(N=N2)C3CCN(CC3)C(=O)NC4=CC=CC=C4,= [ug/mL],28 [ug/mL] (The mean of the results at pH 7.4)
22677,1469706.0,CC1=CC(=CC=C1)NC(=O)N2CCC(CC2)N3C4=C(C=C(C=C4)C)N=N3,= [ug/mL],2.4 [ug/mL] (The mean of the results at pH 7.4)
22678,1469752.0,CC1=CC2=C(C=C1)N(N=N2)C3CCN(CC3)C(=O)C4=CC=CC=C4F,= [ug/mL],27.9 [ug/mL] (The mean of the results at pH 7.4)
22679,1470227.0,C1CCC(C1)NC(=O)COC(=O)C2=CC=CO2,= [ug/mL],28.1 [ug/mL] (The mean of the results at pH 7.4)
22680,1470359.0,C1CCC(C1)NC(=O)COC(=O)C2=NSC(=C2Cl)Cl,> [ug/mL],>48.5 [ug/mL] (The mean of the results at pH 7.4)
22681,1470429.0,CC(C)C(=O)NC1=NN=C(S1)SCC(=O)NC2CCCC2,= [ug/mL],14.7 [ug/mL] (The mean of the results at pH 7.4)
22682,1470430.0,CC(C)(C)C(=O)NC1=NN=C(S1)SCC(=O)NC2CCCC2,= [ug/mL],41.2 [ug/mL] (The mean of the results at pH 7.4)
22683,1470440.0,CC(C)(C)CC(=O)NC1=NN=C(S1)SCC(=O)NC2CCCC2,= [ug/mL],50.8 [ug/mL] (The mean of the results at pH 7.4)
22684,1470458.0,CC(C)(C)CC(=O)NC1=NN=C(S1)SCC(=O)NC2CCCCC2,= [ug/mL],14.8 [ug/mL] (The mean of the results at pH 7.4)
22685,1470474.0,COCC(=O)NC1=NN=C(S1)SCC(=O)N2CCCCC2,= [ug/mL],40.8 [ug/mL] (The mean of the results at pH 7.4)
22686,1470506.0,CCC(CC)C(=O)NC1=NN=C(S1)SCC(=O)NC(C)(C)C,> [ug/mL],>51.7 [ug/mL] (The mean of the results at pH 7.4)
22687,1470518.0,CC(=O)NC1=NN=C(S1)SCC(=O)NC2CCCC2,> [ug/mL],>45.1 [ug/mL] (The mean of the results at pH 7.4)
22688,1470519.0,CCC(=O)NC1=NN=C(S1)SCC(=O)NC2CCCC2,= [ug/mL],46.6 [ug/mL] (The mean of the results at pH 7.4)
22689,1470579.0,C1CC(C1)C(=O)NC2=NN=C(S2)SCC(=O)NC3=CC=CC=C3,= [ug/mL],5 [ug/mL] (The mean of the results at pH 7.4)
22690,1470719.0,CN(C1=CC=CC=C1)C2=NC(=NC=C2OC)C3=CC=CC=N3,= [ug/mL],39.7 [ug/mL] (The mean of the results at pH 7.4)
22691,1470753.0,CNC(=O)C1=CN=C(N=C1C2=CC=CC=C2)C3=CC=CC=C3,= [ug/mL],14.8 [ug/mL] (The mean of the results at pH 7.4)
22692,1470760.0,CN(C)C(=O)C1=CN=C(N=C1C2=CC=CC=C2)C3=CC=CC=C3,> [ug/mL],>45.5 [ug/mL] (The mean of the results at pH 7.4)
22693,1470942.0,C1=CC=C2C(=C1)N=C(C3=NN=C(N23)N)C(F)(F)F,= [ug/mL],31 [ug/mL] (The mean of the results at pH 7.4)
22694,1471065.0,C1=CC=C2C(=C1)NC(=N2)C3=CC=CNC3=O,> [ug/mL],>31.7 [ug/mL] (The mean of the results at pH 7.4)
22695,1471104.0,C1=CC(=CC=C1C#N)C2=NC3=C(C=C(C=C3)Br)C(=O)N2O,= [ug/mL],18.1 [ug/mL] (The mean of the results at pH 7.4)
22696,1471141.0,C1=CC=C(C=C1)CN2C(=O)C=C(NC2=O)C(=O)O,> [ug/mL],>36.9 [ug/mL] (The mean of the results at pH 7.4)
22697,1471142.0,COC1=CC=CC=C1C2=NC3=CC=CC=C3C(=O)N2O,> [ug/mL],>40.2 [ug/mL] (The mean of the results at pH 7.4)
22698,1471311.0,COC1=CC=CC=C1COC(=O)N/C=C/C2=CC=CO2,= [ug/mL],18.3 [ug/mL] (The mean of the results at pH 7.4)
22699,1471458.0,CN1C2=C(C=C(S2)C(=O)N3CCOCC3)C(=N1)C(F)(F)F,> [ug/mL],>47.9 [ug/mL] (The mean of the results at pH 7.4)
22700,1471588.0,CN(C)/C=C\1/C(=O)C2=C(O1)C=CC3=CC=CC=C32,< [ug/mL],<0.5 [ug/mL] (The mean of the results at pH 7.4)
22701,1471597.0,CSC1=CC=C(C=C1)NC(=S)N,> [ug/mL],>29.7 [ug/mL] (The mean of the results at pH 7.4)
22702,1471599.0,C1OC2=C(O1)C=C(C=C2)NC(=S)N,> [ug/mL],>29.4 [ug/mL] (The mean of the results at pH 7.4)
22703,1471633.0,C1=CC(=C(C=C1F)F)N=C2C(=NSS2)Cl,= [ug/mL],7.5 [ug/mL] (The mean of the results at pH 7.4)
22704,1471755.0,C1=CC=C(C=C1)S(=O)(=O)CC2=CC(=NC(=N2)C3=CN=CC=C3)Cl,= [ug/mL],40.7 [ug/mL] (The mean of the results at pH 7.4)
22705,1471766.0,CSC1=NC(=NC(=C1)CS(=O)(=O)C2=CC=CC=C2)C3=CC=CC=C3,< [ug/mL],<0.4 [ug/mL] (The mean of the results at pH 7.4)
22706,1471877.0,CC1=C(C(=NO1)C)CSC2=CC=C(C=C2)NC(=O)C,> [ug/mL],>41.5 [ug/mL] (The mean of the results at pH 7.4)
22707,1471881.0,CC1=NC(=CS1)C2=CC(=NO2)C3=CC=C(C=C3)Cl,< [ug/mL],<0.3 [ug/mL] (The mean of the results at pH 7.4)
22708,1471911.0,C1CCN(CC1)S(=O)(=O)C2=CC=C(S2)C3=CC=NO3,= [ug/mL],8.1 [ug/mL] (The mean of the results at pH 7.4)
22709,1471939.0,CC(=O)C1=NN(C(=O)NC1=O)C2=C(C=C(C=C2)F)F,= [ug/mL],31.8 [ug/mL] (The mean of the results at pH 7.4)
22710,1471942.0,CC(=O)C1=NN(C(=O)NC1=O)C2=CC=C(C=C2)Cl,= [ug/mL],39.1 [ug/mL] (The mean of the results at pH 7.4)
22711,1471970.0,CC(=O)C1=NN(C(=O)NC1=O)C2=CC=CC(=C2)C(F)(F)F,= [ug/mL],41.3 [ug/mL] (The mean of the results at pH 7.4)
22712,1472006.0,CN1C2=CC=CC=C2N=C1C3=CN=C(C=C3)Cl,> [ug/mL],>36.6 [ug/mL] (The mean of the results at pH 7.4)
22713,1472010.0,C1=CC(=C(N=C1)Cl)C2=NC3=CC(=C(C=C3N2)Cl)Cl,= [ug/mL],0.8 [ug/mL] (The mean of the results at pH 7.4)
22714,1472024.0,C1=CC2=C(C=C1Cl)NC(=N2)C3=CN=C(C=C3)Cl,= [ug/mL],13.5 [ug/mL] (The mean of the results at pH 7.4)
22715,1472026.0,COC1=[N+](C=C(C=C1)NC(=O)C2=CC(=CC=C2)Cl)[O-],> [ug/mL],>41.8 [ug/mL] (The mean of the results at pH 7.4)
22716,1472063.0,CC1=CC=C(C=C1)C2=C(C(=C3N2CSC3)C(=O)O)C(=O)O,> [ug/mL],>45.5 [ug/mL] (The mean of the results at pH 7.4)
22717,1472074.0,C1=CC(=CN=C1)NC(=O)CC(=O)NC2=CN=CC=C2,> [ug/mL],>38.4 [ug/mL] (The mean of the results at pH 7.4)
22718,1472190.0,C=CCN1C(=O)CCC(=N1)/C=C/C2=CC=CC=C2,= [ug/mL],30.1 [ug/mL] (The mean of the results at pH 7.4)
22719,1472302.0,C1=CC2=C(N(C(=S)N=C2C=C1)C3=CC=C(C=C3)Cl)N,= [ug/mL],1.7 [ug/mL] (The mean of the results at pH 7.4)
22720,1472329.0,CC1=CC=C(C=C1)S(=O)(=O)C2=NC=C(C=C2)[N+](=O)[O-],= [ug/mL],21 [ug/mL] (The mean of the results at pH 7.4)
22721,1472345.0,C1CS(=O)(=O)CCN1OCC2=C(C=C(C=C2)F)Cl,= [ug/mL],43.1 [ug/mL] (The mean of the results at pH 7.4)
22722,1472358.0,C1CS(=O)(=O)CCN1OCC2=CC=C(C=C2)Cl,> [ug/mL],>41.4 [ug/mL] (The mean of the results at pH 7.4)
22723,1472385.0,C1=CC(=NN2C1=NN=C2C(F)F)Cl,= [ug/mL],22.5 [ug/mL] (The mean of the results at pH 7.4)
22724,1472420.0,CC1=NC(=CC=C1)N2C=C(N=C2)C(=O)N3CCN(CC3)C,> [ug/mL],>42.8 [ug/mL] (The mean of the results at pH 7.4)
22725,1472429.0,CC1=C(N=NN1C2=CC(=CC(=C2)Cl)Cl)[N+](=O)[O-],= [ug/mL],17.8 [ug/mL] (The mean of the results at pH 7.4)
22726,1472438.0,CC1=C(C(=NC2=NC=NN12)C)CC3=CC(=CC=C3)F,= [ug/mL],33.5 [ug/mL] (The mean of the results at pH 7.4)
22727,1472456.0,CC1=CC=C(C=C1)NC(=O)NNC(=O)C2=C(N=NS2)C,= [ug/mL],32 [ug/mL] (The mean of the results at pH 7.4)
22728,1472463.0,C1=CC=C(C=C1)N2C(=O)C=CC(=N2)OC(=O)C3=CC=C(C=C3)F,= [ug/mL],34 [ug/mL] (The mean of the results at pH 7.4)
22729,1472475.0,C1=CC=C(C=C1)C2=NN(C(=O)C=C2Cl)CC3=CC=C(C=C3)Cl,< [ug/mL],<0.4 [ug/mL] (The mean of the results at pH 7.4)
22730,1472489.0,C1CC2=CC(=O)N(N=C2C3=CC=CC=C31)CC4=CC=CC=C4,= [ug/mL],5.6 [ug/mL] (The mean of the results at pH 7.4)
22731,1472493.0,CN1C(=O)C=C(C(=N1)C2=CC=CC=C2)N3CCCCC3,= [ug/mL],34.1 [ug/mL] (The mean of the results at pH 7.4)
22732,1472561.0,CC1=CC=C(C=C1)SCC(=O)C2=C(N=C3N2C=CC=C3)C,= [ug/mL],2.6 [ug/mL] (The mean of the results at pH 7.4)
22733,1472562.0,CC1=C(N2C=CC=CC2=N1)C(=O)CSC3=CC=CC=C3,> [ug/mL],>42.4 [ug/mL] (The mean of the results at pH 7.4)
22734,1472566.0,CC1=C(C=CC(=C1)Cl)OC2=NC(=NC=C2OC)C3=CC=CC=C3,< [ug/mL],<0.3 [ug/mL] (The mean of the results at pH 7.4)
22735,1472567.0,CC1=C(N2C=CC=CC2=N1)C(=O)CSC3=CC(=CC=C3)Cl,= [ug/mL],3.9 [ug/mL] (The mean of the results at pH 7.4)
22736,1472600.0,C1=CC=C(C=C1)CC2=NC(=CS2)C(=O)NC3=CC=C(C=C3)Cl,= [ug/mL],1.1 [ug/mL] (The mean of the results at pH 7.4)
22737,1472604.0,COC1=CN=C(N=C1OC)C2=CC(=CC=C2)C(F)(F)F,< [ug/mL],<0.3 [ug/mL] (The mean of the results at pH 7.4)
22738,1472612.0,COC1=CC=C(C=C1)CC2=NC(=CS2)C(=O)N3CCOCC3,> [ug/mL],>47.8 [ug/mL] (The mean of the results at pH 7.4)
22739,1472622.0,C1COCCN1C(=O)C2=CSC(=N2)CC3=CC=C(C=C3)Cl,> [ug/mL],>48.4 [ug/mL] (The mean of the results at pH 7.4)
22740,1472630.0,C1CCN(CC1)C(=O)C2=CSC(=N2)CC3=CC=C(C=C3)Cl,> [ug/mL],>48.1 [ug/mL] (The mean of the results at pH 7.4)
22741,1472633.0,CCOC(=O)CC1=NC(=NO1)C2=CC(=CC=C2)C(F)(F)F,= [ug/mL],7.6 [ug/mL] (The mean of the results at pH 7.4)
22742,1472656.0,CC1=CC(=NC2=C(C=NN12)S(=O)(=O)C3=CC=CC=C3)C,= [ug/mL],12.7 [ug/mL] (The mean of the results at pH 7.4)
22743,1472727.0,CC1=NN=C(N1CCCN(C)C)C2=C(N(N=C2)C)N,= [ug/mL],35.8 [ug/mL] (The mean of the results at pH 7.4)
22744,1472728.0,CC1=NN=C(N1CC2=CC=C(C=C2)OC)C3=C(N(N=C3)C)N,= [ug/mL],38.9 [ug/mL] (The mean of the results at pH 7.4)
22745,1472740.0,CC1=NC2=NC(=CN2C(=C1)N3CCOCC3)C4=CC=CC=C4,= [ug/mL],12.3 [ug/mL] (The mean of the results at pH 7.4)
22746,1472774.0,CC1=C(SC=C1)C(=O)/C=C/N(C)C,> [ug/mL],>29.3 [ug/mL] (The mean of the results at pH 7.4)
22747,1472827.0,CC1=NN(C(=C1)C(F)(F)F)C2=NC(=C(S2)CC(=O)NN)C3=CC=CC=C3,= [ug/mL],2.8 [ug/mL] (The mean of the results at pH 7.4)
22748,1472842.0,CC1=NN2C(=CC=NC2=C1)C3=CC=NC=C3,> [ug/mL],>31.5 [ug/mL] (The mean of the results at pH 7.4)
22749,1472850.0,CCOC(=O)C1=CSC(=N1)N2C(=CC(=N2)C)C(F)(F)F,= [ug/mL],5.7 [ug/mL] (The mean of the results at pH 7.4)
22750,1472852.0,CC1=NN2C(=CC=NC2=C1Cl)C3=CC=NC=C3,> [ug/mL],>36.7 [ug/mL] (The mean of the results at pH 7.4)
22751,1472870.0,CC1=CC=C(N1C2=C(C=NN2C3=CC=CC=C3)C(=O)NN)C,= [ug/mL],22.2 [ug/mL] (The mean of the results at pH 7.4)
22752,1472874.0,C1CCN(CC1)C(=O)C2=CC=C(C=C2)N3C=CC=C3,> [ug/mL],>38.1 [ug/mL] (The mean of the results at pH 7.4)
22753,1472877.0,C1CC1NC(=O)C2=CC=C(C=C2)N3C=CC=C3,= [ug/mL],17.4 [ug/mL] (The mean of the results at pH 7.4)
22754,1472890.0,C1CCC2(CC1)N(CCO2)C(=O)NC3=CC=C(C=C3)Cl,> [ug/mL],>44.2 [ug/mL] (The mean of the results at pH 7.4)
22755,1472910.0,CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)OC3=NC=CC=N3,= [ug/mL],5 [ug/mL] (The mean of the results at pH 7.4)
22756,1472930.0,CC1=CN2C(=NC(=N2)SC)N=C1C3=CC(=C(C=C3)OC)F,= [ug/mL],1.6 [ug/mL] (The mean of the results at pH 7.4)
22757,1472941.0,CCN1C(=C(N=C(CC1(C)C)C)C#N)C#N,= [ug/mL],29.8 [ug/mL] (The mean of the results at pH 7.4)
22758,1472948.0,CC1=C2CCSC2=C3C=CC=C(C3=N1)C(F)(F)F,< [ug/mL],<0.6 [ug/mL] (The mean of the results at pH 7.4)
22759,1472960.0,C1=CC=C(C(=C1)NC(=O)NC2=CC=CC(=C2)C3=CN4C=CC=NC4=N3)F,= [ug/mL],1.7 [ug/mL] (The mean of the results at pH 7.4)
22760,1472962.0,C1=CC=C2C(=C1)C=CC(=N2)C3=CC=C(C=C3)N4C=CN=C4,= [ug/mL],6.2 [ug/mL] (The mean of the results at pH 7.4)
22761,1472971.0,COC(=O)C1=C(N(N=N1)C2=C(SC=C2)C(=O)OC)C(=O)OC,= [ug/mL],17.6 [ug/mL] (The mean of the results at pH 7.4)
22762,1472978.0,C1CCC2=NC3=C(C=CC=N3)C(=O)N2CC1,> [ug/mL],>32.3 [ug/mL] (The mean of the results at pH 7.4)
22763,1472982.0,CC1=C(C(=NN2C1=NN=C2)C)CC3=CC=C(C=C3)Cl,= [ug/mL],25.5 [ug/mL] (The mean of the results at pH 7.4)
22764,1472987.0,CC1=C(N(C=CC1=O)C2=CC(=CC=C2)SC)C,> [ug/mL],>36.8 [ug/mL] (The mean of the results at pH 7.4)
22765,1472997.0,CC1=NC2=C(O1)C=C(C=C2)NC(=S)NC,> [ug/mL],>33.2 [ug/mL] (The mean of the results at pH 7.4)
22766,1473004.0,C1=CC=C2C(=C1)C=CC(=N2)C3=NC=CS3,= [ug/mL],10.3 [ug/mL] (The mean of the results at pH 7.4)
22767,1473005.0,CC1=CC=CC=C1S(=O)(=O)C2=CC3=CC=CC=C3N=C2N,= [ug/mL],1.5 [ug/mL] (The mean of the results at pH 7.4)
22768,1473014.0,C1CCC2=C(C1)C(=O)C=CN2CCC3=CNC4=CC=CC=C43,> [ug/mL],>43.9 [ug/mL] (The mean of the results at pH 7.4)
22769,1473015.0,C1=CC(=C(N=C1)N2C(=CC(=N2)C(F)(F)F)C(F)(F)F)N,= [ug/mL],41.3 [ug/mL] (The mean of the results at pH 7.4)
22770,1473035.0,COC1=CC=C(C=C1)S(=O)(=O)N2CCOC3=CC=CC=C32,= [ug/mL],17.6 [ug/mL] (The mean of the results at pH 7.4)
22771,1473044.0,CC(=O)NC1=NC(=CS1)CCN2C(=O)C3=CC=CC=C3C2=O,> [ug/mL],>47.3 [ug/mL] (The mean of the results at pH 7.4)
22772,1473079.0,CC(=O)N1CCN(CC1)CC2=CN=C(C=C2)Cl,> [ug/mL],>38.1 [ug/mL] (The mean of the results at pH 7.4)
22773,1473168.0,CN(C)C1=NC(=NC=C1C2=CC=C(C=C2)OC3=CC=CC=C3)N,< [ug/mL],<0.2 [ug/mL] (The mean of the results at pH 7.4)
22774,1473194.0,CN(C)C(=O)C1=CC(=CN1)C(=O)CC2=CC=CC=C2,= [ug/mL],37.7 [ug/mL] (The mean of the results at pH 7.4)
22775,1473261.0,CN(C)C(=O)C1=CC(=CN1)C(=O)C2=C(C=C(C=C2)F)F,> [ug/mL],>41.7 [ug/mL] (The mean of the results at pH 7.4)
22776,1473263.0,CN(C)C(=O)C1=CC(=CN1)C(=O)C2=CC=CC=C2F,= [ug/mL],38.9 [ug/mL] (The mean of the results at pH 7.4)
22777,1473264.0,CN(C)C(=O)C1=CC(=CN1)C(=O)C2=C(C=CC=C2F)F,> [ug/mL],>41.7 [ug/mL] (The mean of the results at pH 7.4)
22778,1473378.0,CN1C2=C(C=C(C=C2)Cl)N=C1C3=CN=C(C=C3)Cl,= [ug/mL],6.6 [ug/mL] (The mean of the results at pH 7.4)
22779,1473379.0,CC1=CC=C(C=C1)C(=O)NC2=C[N+](=C(C=C2)OC)[O-],> [ug/mL],>38.7 [ug/mL] (The mean of the results at pH 7.4)
22780,1473385.0,C1=CC=C2C(=C1)N=C(N2CC3=CC(=CC=C3)Cl)C4=CC=CNC4=O,= [ug/mL],1.4 [ug/mL] (The mean of the results at pH 7.4)
22781,1473387.0,C1=CC2=NC(=NC(=O)N2C=C1)SCC3=CC(=CC=C3)C(F)(F)F,= [ug/mL],7 [ug/mL] (The mean of the results at pH 7.4)
22782,1473419.0,C1CC2=C(C(=C(N2C1)C3=CC=C(C=C3)F)C(=O)O)C(=O)O,> [ug/mL],>43.4 [ug/mL] (The mean of the results at pH 7.4)
22783,1473420.0,COC1=CC=C(C=C1)C2=C(C(=C3N2CCC3)C(=O)O)C(=O)O,> [ug/mL],>45.2 [ug/mL] (The mean of the results at pH 7.4)
22784,1473425.0,CC1=NN(C(=O)N1C2=CC=C(C=C2)C(C)C)CC3CC3,= [ug/mL],26 [ug/mL] (The mean of the results at pH 7.4)
22785,1473436.0,CC1=CC=C(C=C1)N2C(=NN(C2=O)CC3CC3)C,= [ug/mL],24 [ug/mL] (The mean of the results at pH 7.4)
22786,1473447.0,CCN1C2=NC=C(C(=C2C(=N1)C)Cl)C(=O)OCC,= [ug/mL],13.6 [ug/mL] (The mean of the results at pH 7.4)
22787,1473448.0,CCN1C2=NC=C(C(=C2C(=N1)C)NC3CC3)C(=O)OCC,= [ug/mL],30.7 [ug/mL] (The mean of the results at pH 7.4)
22788,1473457.0,C1=CC=C2C(=C1)C(=NO2)CC3=NNC(=S)N3C4=CC=C(C=C4)Cl,= [ug/mL],33.3 [ug/mL] (The mean of the results at pH 7.4)
22789,1473522.0,C1CN(CCN1CC2=CN=C(C=C2)Cl)C3=CC=CC=C3,= [ug/mL],21 [ug/mL] (The mean of the results at pH 7.4)
22790,1473523.0,C1=CN(N=C1)CC2=CN=C(C=C2)Cl,= [ug/mL],18.2 [ug/mL] (The mean of the results at pH 7.4)
22791,1473524.0,C1=CC(=NC=C1CN2C=CN=C2)Cl,= [ug/mL],24.2 [ug/mL] (The mean of the results at pH 7.4)
22792,1473526.0,CCOC(=O)C1CCN(CC1)CC2=CN=C(C=C2)Cl,> [ug/mL],>42.4 [ug/mL] (The mean of the results at pH 7.4)
22793,1473537.0,COC1=C2C=CC(=NC2=C(C=C1)OC)C3=CC=NC=C3,> [ug/mL],>39.9 [ug/mL] (The mean of the results at pH 7.4)
22794,1473538.0,COC1=C2C=CC(=NC2=C(C=C1)OC)C3=CN=CC=C3,> [ug/mL],>39.9 [ug/mL] (The mean of the results at pH 7.4)
22795,1473556.0,C1CN(NC1=O)CC2=CC=C(C=C2)Cl,= [ug/mL],6.5 [ug/mL] (The mean of the results at pH 7.4)
22796,1473557.0,CC1=CC=C(C=C1)CN2CCC(=O)N2,= [ug/mL],5.5 [ug/mL] (The mean of the results at pH 7.4)
22797,1473790.0,COC1=C(C=C(C=C1)C2=NC(=CS2)C(=O)O)OC,> [ug/mL],>39.8 [ug/mL] (The mean of the results at pH 7.4)
22798,1473850.0,CNC(=O)C1=CSC(=N1)C2=CC=CS2,= [ug/mL],33.3 [ug/mL] (The mean of the results at pH 7.4)
22799,1474341.0,C1=CC=C2C(=C1)N=C(N2CC3=CC=C(C=C3)F)C4=CC=CNC4=O,= [ug/mL],47.7 [ug/mL] (The mean of the results at pH 7.4)
22800,1474345.0,CC1=CC(=CC=C1)CN2C3=CC=CC=C3N=C2C4=CC=CNC4=O,= [ug/mL],36.7 [ug/mL] (The mean of the results at pH 7.4)
22801,1474349.0,CCN1C2=CC=CC=C2N=C1C3=CC=CNC3=O,> [ug/mL],>35.9 [ug/mL] (The mean of the results at pH 7.4)
22802,1474353.0,C1=CC=C(C(=C1)CN2C3=CC=CC=C3N=C2C4=CC=CNC4=O)F,= [ug/mL],3.9 [ug/mL] (The mean of the results at pH 7.4)
22803,1474354.0,C1=CC=C2C(=C1)N=C(N2CC3=CC(=CC=C3)F)C4=CC=CNC4=O,= [ug/mL],2.4 [ug/mL] (The mean of the results at pH 7.4)
22804,1474370.0,CC1=CC(=NC(=C1S(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)Cl)C,< [ug/mL],<0.7 [ug/mL] (The mean of the results at pH 7.4)
22805,1474423.0,CC1=NN2C=C(C=NC2=C1)C3=CC=C(C=C3)Cl,= [ug/mL],0.7 [ug/mL] (The mean of the results at pH 7.4)
22806,1474425.0,CC1=NN2C=C(C=NC2=C1Cl)C3=CC=C(C=C3)Cl,< [ug/mL],<0.2 [ug/mL] (The mean of the results at pH 7.4)
22807,1474426.0,CC1=NN2C=C(C=NC2=C1Br)C3=CC=C(C=C3)Cl,< [ug/mL],<0.2 [ug/mL] (The mean of the results at pH 7.4)
22808,1474429.0,C1CN(CCN1C2=CC(=CC=C2)Cl)C3=NNC(=N3)N,= [ug/mL],26.9 [ug/mL] (The mean of the results at pH 7.4)
22809,1474430.0,CC1=CC=C(C=C1)C2=CN3C(=CC(=N3)C)N=C2,= [ug/mL],2.7 [ug/mL] (The mean of the results at pH 7.4)
22810,1474431.0,CC1=CC=C(C=C1)C2=CN3C(=C(C(=N3)C)Cl)N=C2,= [ug/mL],0.4 [ug/mL] (The mean of the results at pH 7.4)
22811,1474437.0,C1=CC=NC(=C1)C2=C(N(N=C2)C3=NC(=CS3)C4=CC=C(C=C4)F)N,= [ug/mL],0.5 [ug/mL] (The mean of the results at pH 7.4)
22812,1474438.0,COC1=CC=C(C=C1)C2=CSC(=N2)N3C(=C(C=N3)C4=CC=CC=N4)N,< [ug/mL],<0.1 [ug/mL] (The mean of the results at pH 7.4)
22813,1474443.0,COC1=CC=C(C=C1)C2=C(N3C(=C(C=N3)C4=CC=C(C=C4)F)N=C2)N,< [ug/mL],<0.2 [ug/mL] (The mean of the results at pH 7.4)
22814,1474447.0,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)CN3C=NC=N3,> [ug/mL],>45.2 [ug/mL] (The mean of the results at pH 7.4)
22815,1474449.0,C1=CSC(=C1)C2=C(N3C(=C(C=N3)C4=CC=C(C=C4)F)N=C2)N,= [ug/mL],0.2 [ug/mL] (The mean of the results at pH 7.4)
22816,1474457.0,CC1=NC2=C(C=NN2C(=C1C3=CC=C(C=C3)F)N)C4=CC=C(C=C4)F,< [ug/mL],<0.2 [ug/mL] (The mean of the results at pH 7.4)
