Unnamed: 0,CID,SMILES,Solubility,Experiment Solubility-PubChem
37671,2928411.0,CC1=CC=CC=C1NC(=O)C2CC(=O)OC23CCOC(C3)(C)C,> [ug/mL],>47.6 [ug/mL] (The mean of the results at pH 7.4)
37672,2928527.0,CC1CN(CC(O1)C)C(=S)NC2=CC(=CC=C2)Cl,> [ug/mL],>42.7 [ug/mL] (The mean of the results at pH 7.4)
37673,2928633.0,CC(C)CC(=O)NC(C1=CC=CC=C1)C2=C(C=CC3=CC=CC=C32)O,< [ug/mL],<0.7 [ug/mL] (The mean of the results at pH 7.4)
37674,2928697.0,CC(C)CC(=O)NC(C1=CC=C(C=C1)OC)C2=C(C=CC3=CC=CC=C32)O,< [ug/mL],<0.8 [ug/mL] (The mean of the results at pH 7.4)
37675,2928826.0,CC1CC(C2=C(N1C(=O)C)C=CC(=C2)C)C3=CC=CC=C3,= [ug/mL],40.6 [ug/mL] (The mean of the results at pH 7.4)
37676,2928839.0,CC1CN(CC(O1)C)C(=S)NC2=CC=C(C=C2)Br,= [ug/mL],48.5 [ug/mL] (The mean of the results at pH 7.4)
37677,2928889.0,CS(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCCC2,> [ug/mL],>45.7 [ug/mL] (The mean of the results at pH 7.4)
37678,2928972.0,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C=NCC3CCCO3,> [ug/mL],>42.8 [ug/mL] (The mean of the results at pH 7.4)
37679,2929031.0,CN(C1=CC=CC=C1)C(=O)OC2=CC=C(C=C2)F,= [ug/mL],24 [ug/mL] (The mean of the results at pH 7.4)
37680,2929033.0,CC1=CC(=CC=C1)C(=O)OC(C)CN2CCOCC2.Cl,= [ug/mL],38.9 [ug/mL] (The mean of the results at pH 7.4)
37681,2929094.0,CC1=C(C=C(C=C1)C2=NNC(=O)C3=CC=CC=C32)S(=O)(=O)NC4=CC=C(C=C4)F,= [ug/mL],2.7 [ug/mL] (The mean of the results at pH 7.4)
37682,2929208.0,CC(C1=CC=CC=C1)NC(=O)CCC(=O)NC(C)C2=CC=CC=C2,= [ug/mL],46.2 [ug/mL] (The mean of the results at pH 7.4)
37683,2929394.0,CCCC(C)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCCC2,> [ug/mL],>48.7 [ug/mL] (The mean of the results at pH 7.4)
37684,2929432.0,C1CCN(CC1)C(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3,> [ug/mL],>50.6 [ug/mL] (The mean of the results at pH 7.4)
37685,2929521.0,CC(C)CC1=NN=C(S1)NC(=O)CC(C)C2=CC=CC=C2,= [ug/mL],0.7 [ug/mL] (The mean of the results at pH 7.4)
37686,2929568.0,C1COCCN1C(=O)OC2=CC=C(C=C2)F,> [ug/mL],>33.8 [ug/mL] (The mean of the results at pH 7.4)
37687,2929620.0,CC1CN(CC(O1)C)C(=S)NC2=CC=C(C=C2)Cl,> [ug/mL],>42.7 [ug/mL] (The mean of the results at pH 7.4)
37688,2929630.0,CCN(CC)C(=O)OC1=CC=C(C=C1)NC(=O)N2CCOCC2,> [ug/mL],>48.2 [ug/mL] (The mean of the results at pH 7.4)
37689,2929678.0,CC1=CC=C(C=C1)C23CC4CC(C2)CC(C4)(C3)C(=O)NCC(=O)OC,= [ug/mL],6.5 [ug/mL] (The mean of the results at pH 7.4)
37690,2929716.0,CN(C)C(=O)OC1=CC=C(C=C1)NC(=O)N2CCOCC2,= [ug/mL],43.9 [ug/mL] (The mean of the results at pH 7.4)
37691,2929726.0,CC1CCC2=CC=CC=C2N1C(=O)C3=CC(=C(C(=C3)OC)OC)OC,= [ug/mL],32.8 [ug/mL] (The mean of the results at pH 7.4)
37692,2929740.0,CC1=CC(=CC=C1)OCC(=O)OC(C)CN2CCCCC2.Cl,> [ug/mL],>49.2 [ug/mL] (The mean of the results at pH 7.4)
37693,2929761.0,CCC(=O)N(CCC(C1=CC=C(C=C1)C)C2=CC=CO2)CC3=CC=CO3,= [ug/mL],45.6 [ug/mL] (The mean of the results at pH 7.4)
37694,2929963.0,CCC(C)NC(=S)NC1=CC=C(C=C1)F,> [ug/mL],>33.9 [ug/mL] (The mean of the results at pH 7.4)
37695,2930003.0,CC(C)(C)C1=CC=C(C=C1)C(=O)OC2CCCN(C2)C.Cl,> [ug/mL],>46.8 [ug/mL] (The mean of the results at pH 7.4)
37696,2930017.0,C1C2CC3CC1CC(C2)(C3)NC(=O)C4=CC=C(O4)Br,= [ug/mL],9.7 [ug/mL] (The mean of the results at pH 7.4)
37697,2930050.0,CS(=O)(=O)N(CC(=O)NCCSC1CCCCC1)C2=CC=CC=C2,= [ug/mL],40.5 [ug/mL] (The mean of the results at pH 7.4)
37698,2930054.0,C1CS(=O)(=O)CC1NC(=S)NC(=O)C2=CC=CC=C2F,= [ug/mL],44.9 [ug/mL] (The mean of the results at pH 7.4)
37699,2930103.0,CC1CN(CC(O1)C)C(=S)NC2=CC=CC=C2F,> [ug/mL],>40.3 [ug/mL] (The mean of the results at pH 7.4)
37700,2930302.0,C1CC(CN(C1)S(=O)(=O)C2=CC=CC=C2[N+](=O)[O-])C(F)(F)F,= [ug/mL],3.1 [ug/mL] (The mean of the results at pH 7.4)
37701,2930466.0,CCC1=CC2=C(N=CN=C2S1)NC(CC3=CC=CC=C3)C(=O)O,> [ug/mL],>49.1 [ug/mL] (The mean of the results at pH 7.4)
37702,2930564.0,C1CCN(CC1)C(=S)SCC(C2=CC=C(C=C2)[N+](=O)[O-])O,= [ug/mL],2.6 [ug/mL] (The mean of the results at pH 7.4)
37703,2930581.0,COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCC4=CC=CO4,= [ug/mL],11.6 [ug/mL] (The mean of the results at pH 7.4)
37704,2930673.0,C1=CC(=CC(=C1)Cl)CCNC(=O)C2C3C=CC(C2C(=O)O)O3,> [ug/mL],>48.3 [ug/mL] (The mean of the results at pH 7.4)
37705,2930686.0,CC1=CC=C(O1)C(=O)NC2=NOC(=C2)C,> [ug/mL],>30.9 [ug/mL] (The mean of the results at pH 7.4)
37706,2930707.0,CCC(C1=CC=CC=C1)C(=O)NC2=C(SC=C2)C(=O)OC,= [ug/mL],5.8 [ug/mL] (The mean of the results at pH 7.4)
37707,2930785.0,CCC(C(=O)NCCCN1CCOCC1)OC2=CC=CC=C2,> [ug/mL],>46 [ug/mL] (The mean of the results at pH 7.4)
37708,2930802.0,CC1=C(C=CC(=C1)S(=O)(=O)N2C(=NC3=CC=CC=C32)C)OC,= [ug/mL],36.2 [ug/mL] (The mean of the results at pH 7.4)
37709,2930812.0,CC(=O)OC(C1=CC=CC=C1)C(=O)NC2=NC=CS2,> [ug/mL],>41.4 [ug/mL] (The mean of the results at pH 7.4)
37710,2930917.0,CC1=CC=C(C=C1)C(=O)NC(C)C2CC3CCC2C3,< [ug/mL],<0.6 [ug/mL] (The mean of the results at pH 7.4)
37711,2930948.0,CCN(CC)C1=CC=C(C=C1)NC(=O)CCCCC(=O)NC2=CC=C(C=C2)N(CC)CC,= [ug/mL],0.4 [ug/mL] (The mean of the results at pH 7.4)
37712,2930961.0,CC(C)C1C2=C(CC(N1)C(=O)OC)C3=CC=CC=C3N2,= [ug/mL],33.4 [ug/mL] (The mean of the results at pH 7.4)
37713,2930974.0,COC(=O)C1=C(SC2=C1CCCCC2)NC(=O)CCCC(=O)O,> [ug/mL],>50.9 [ug/mL] (The mean of the results at pH 7.4)
37714,2931012.0,CC1CCC2=C(N1S(=O)(=O)C3=CC=C(C=C3)NC(=O)C)C=CC(=C2)F,= [ug/mL],45.9 [ug/mL] (The mean of the results at pH 7.4)
37715,2931040.0,CC1=NN(C=C1CN(C)S(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-])C,> [ug/mL],>48.7 [ug/mL] (The mean of the results at pH 7.4)
37716,2931053.0,C1CN(C2=CC=CC=C21)C3CC(=O)N(C3=O)C4=CC=C(C=C4)F,> [ug/mL],>46.5 [ug/mL] (The mean of the results at pH 7.4)
37717,2931071.0,CCN1C=C(C=N1)CN(C)S(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-],> [ug/mL],>48.7 [ug/mL] (The mean of the results at pH 7.4)
37718,2931143.0,COCCNS(=O)(=O)C1=C(C=CC(=C1)OC)OC,> [ug/mL],>41.3 [ug/mL] (The mean of the results at pH 7.4)
37719,2931175.0,CC(C1CC2CCC1C2)NC(=O)C3=CC(=CC=C3)F,= [ug/mL],19.9 [ug/mL] (The mean of the results at pH 7.4)
37720,2931207.0,CC(C1=CC=CC=C1)NC(=O)C(=O)NCCC2=CNC3=CC=CC=C32,< [ug/mL],<0.2 [ug/mL] (The mean of the results at pH 7.4)
37721,2931287.0,CCOC1=CC=CC=C1C(=O)NCCCCNC(=O)C2=CC=CC=C2OCC,= [ug/mL],10.2 [ug/mL] (The mean of the results at pH 7.4)
37722,2931314.0,C1C=CCC(C1C(=O)NCC2=CC(=C(C=C2)Cl)Cl)C(=O)O,> [ug/mL],>49.2 [ug/mL] (The mean of the results at pH 7.4)
37723,2931317.0,C1=CC(=C(C=C1C(=O)NCCCN2C=CN=C2)Cl)Cl,> [ug/mL],>44.7 [ug/mL] (The mean of the results at pH 7.4)
37724,2931319.0,C1CC(OC1)C(=O)NC2=CC(=C(C=C2)F)[N+](=O)[O-],> [ug/mL],>38.1 [ug/mL] (The mean of the results at pH 7.4)
37725,2931336.0,CC(C1CC2CCC1C2)NC(=O)C3=CC=CC=C3[N+](=O)[O-],= [ug/mL],35.2 [ug/mL] (The mean of the results at pH 7.4)
37726,2931376.0,CC(C)C1=NN=C(S1)NC(=O)CC(C)C2=CC=CC=C2,= [ug/mL],1.8 [ug/mL] (The mean of the results at pH 7.4)
37727,2931417.0,COC1=CC(=C(C=C1)OC)NC(=O)C2CC2C3=CC=CC=C3,= [ug/mL],18 [ug/mL] (The mean of the results at pH 7.4)
37728,2931560.0,CC(C)C1=CC=C(C=C1)N2C(=O)CC(C2=O)SC3=NC=CC=N3,= [ug/mL],4 [ug/mL] (The mean of the results at pH 7.4)
37729,2931573.0,CCC(C1=CC=CC=C1)C(=O)NC2=NC(=C(S2)C)C,= [ug/mL],38.3 [ug/mL] (The mean of the results at pH 7.4)
37730,2931603.0,CS(=O)(=O)C1=CC2=C(C=C1)N=C(S2)NC(=O)C3CCCO3,= [ug/mL],43.8 [ug/mL] (The mean of the results at pH 7.4)
37731,2931685.0,C1=CC=C(C=C1)C(=O)CC(C(=O)O)NC2=C(C(=CC=C2)Cl)Cl,= [ug/mL],43.2 [ug/mL] (The mean of the results at pH 7.4)
37732,2931878.0,CC(CCC1=CC=CC=C1)NC(=O)CCC2CCCC2,= [ug/mL],14.5 [ug/mL] (The mean of the results at pH 7.4)
37733,2931892.0,C1CCC(C1)CCC(=O)NCCCNC(=O)CCC2CCCC2,= [ug/mL],36.2 [ug/mL] (The mean of the results at pH 7.4)
37734,2931904.0,CCC(C1=CC=CC=C1)C(=O)NC2=NC=C(C=C2)[N+](=O)[O-],= [ug/mL],39.3 [ug/mL] (The mean of the results at pH 7.4)
37735,2931918.0,CC1CCN(CC1)C(=O)C2=CC=C(C=C2)N3C(=O)C4CCC(CC4C3=O)C,= [ug/mL],48.4 [ug/mL] (The mean of the results at pH 7.4)
37736,2931939.0,C1CCN(CC1)C(=O)C2CCCN(C2)S(=O)(=O)C3=CC=CC=C3,= [ug/mL],50.4 [ug/mL] (The mean of the results at pH 7.4)
37737,2931965.0,C1CC1C(=O)N2CCN(CC2)C3=CC=C(C=C3)[N+](=O)[O-],> [ug/mL],>41.3 [ug/mL] (The mean of the results at pH 7.4)
37738,2931988.0,CC(CCC1=CC=CC=C1)NC(=O)C2CC2,> [ug/mL],>32.6 [ug/mL] (The mean of the results at pH 7.4)
37739,2931989.0,COC(=O)C1=C(SC=C1C2=CC=C(C=C2)F)NC(=O)C3CCCO3,= [ug/mL],5.2 [ug/mL] (The mean of the results at pH 7.4)
37740,2932012.0,C1CCC(C(C1)C(=O)NCC2=CC=CC=N2)C(=O)O,> [ug/mL],>39.3 [ug/mL] (The mean of the results at pH 7.4)
37741,2932026.0,CC1=C(C=C(C=C1)N2C(=O)CC(C2=O)SC3=NC=CC=N3)C,= [ug/mL],27.7 [ug/mL] (The mean of the results at pH 7.4)
37742,2932048.0,CC(C1CC2CCC1C2)NC(=O)C3=CC=C(C=C3)Cl,= [ug/mL],1.1 [ug/mL] (The mean of the results at pH 7.4)
37743,2932104.0,CC1=C(C(=C(O1)C(C)(C)C)CN2CCOCC2)C(=O)O.Cl,> [ug/mL],>47.7 [ug/mL] (The mean of the results at pH 7.4)
37744,2932130.0,CC(C1CC2CCC1C2)NC(=O)C3=CC=CC=C3Br,= [ug/mL],20.6 [ug/mL] (The mean of the results at pH 7.4)
37745,2932316.0,CC1=CC(=C(C=C1C)S(=O)(=O)N2CCCC3=CC=CC=C32)OC,= [ug/mL],4.9 [ug/mL] (The mean of the results at pH 7.4)
37746,2932372.0,C1CC(OC1)CNC(=O)C2=CC=CC3=CC=CC=C32,> [ug/mL],>38.3 [ug/mL] (The mean of the results at pH 7.4)
37747,2932408.0,C1CC(OC1)C(=O)NCC2=CC=C(C=C2)Cl,> [ug/mL],>36 [ug/mL] (The mean of the results at pH 7.4)
37748,2932429.0,CC1=CC(=C(C=C1)NC(=O)C2CC2C3=CC=CC=C3)[N+](=O)[O-],= [ug/mL],3.5 [ug/mL] (The mean of the results at pH 7.4)
37749,2932469.0,COC(=O)C1=CC(=C(C=C1)C(=O)OC)NC(=O)C2CCCO2,= [ug/mL],45.3 [ug/mL] (The mean of the results at pH 7.4)
37750,2932477.0,CC1=C(C=C(O1)CC(C)C)C(=O)NCCCC(=O)O,> [ug/mL],>40.1 [ug/mL] (The mean of the results at pH 7.4)
37751,2932525.0,CN1C=C(C=N1)CN(C)S(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-],= [ug/mL],39.5 [ug/mL] (The mean of the results at pH 7.4)
37752,2932615.0,CC1CCC2=C(N1C(=O)C3=CC=CS3)C=CC(=C2)F,= [ug/mL],30.8 [ug/mL] (The mean of the results at pH 7.4)
37753,2932682.0,CC1=C(CC(C(C1)C(=O)NC(C)CCC2=CC=CC=C2)C(=O)O)C,> [ug/mL],>49.4 [ug/mL] (The mean of the results at pH 7.4)
37754,2932694.0,C1C2C=CC1C(C2C(=O)NCC3=CC=CO3)C(=O)O,= [ug/mL],36.2 [ug/mL] (The mean of the results at pH 7.4)
37755,2932747.0,C1CCC(CC1)NC(=O)N2CCN(CC2)C3=CC=C(C=C3)[N+](=O)[O-],= [ug/mL],12.7 [ug/mL] (The mean of the results at pH 7.4)
37756,2932816.0,CC1=C(C=C(C=C1)Cl)N2C(=O)CC(C2=O)SC3=NC=CC=N3,> [ug/mL],>50.1 [ug/mL] (The mean of the results at pH 7.4)
37757,2932836.0,COC1=CC=CC(=C1)NC(=O)C2CCCO2,= [ug/mL],30.5 [ug/mL] (The mean of the results at pH 7.4)
37758,2932841.0,C1C=CCC(C1C(=O)NCCCCC2=CC=CC=C2)C(=O)O,> [ug/mL],>45.2 [ug/mL] (The mean of the results at pH 7.4)
37759,2932877.0,CC1=C(C=C(C=C1)N2C(=O)CC(C2=O)N3CCC4=CC=CC=C43)Cl,< [ug/mL],<0.4 [ug/mL] (The mean of the results at pH 7.4)
37760,2932965.0,CC1CCCCN1C(=O)C2=CC=C(O2)Br,= [ug/mL],37.7 [ug/mL] (The mean of the results at pH 7.4)
37761,2932972.0,CC(C1CC2CCC1C2)NC(=O)C3=CC=C(O3)Br,= [ug/mL],29.3 [ug/mL] (The mean of the results at pH 7.4)
37762,2933021.0,CC1CN(CC(O1)C)S(=O)(=O)C2=C(C=CC(=C2)C)OC,> [ug/mL],>44.9 [ug/mL] (The mean of the results at pH 7.4)
37763,2933135.0,COC1=CC(=C(C=C1)NC(=O)C2CCCO2)OC,= [ug/mL],33.9 [ug/mL] (The mean of the results at pH 7.4)
37764,2933162.0,CC1CCC2=C(N1S(=O)(=O)C3=CC=C(C=C3)F)C=CC(=C2)F,= [ug/mL],2.4 [ug/mL] (The mean of the results at pH 7.4)
37765,2933163.0,CC(CC(=O)NC1=NN=C(S1)CC(C)(C)C)C2=CC=CC=C2,= [ug/mL],1.1 [ug/mL] (The mean of the results at pH 7.4)
37766,2933168.0,CCC(C(=O)NC1CCCCCC1)OC2=CC=CC=C2,= [ug/mL],28.3 [ug/mL] (The mean of the results at pH 7.4)
37767,2933211.0,C1CCCN(CC1)C(=O)C2CCCN(C2)C(=O)C3=CC=CC=C3[N+](=O)[O-],= [ug/mL],53 [ug/mL] (The mean of the results at pH 7.4)
37768,2933233.0,CCOC(=O)C1=CC=C(C=C1)N2C(=O)CC(C2=O)SC3=NC(=CC(=N3)C)C,= [ug/mL],4 [ug/mL] (The mean of the results at pH 7.4)
37769,2933240.0,CC1=C(C=C(C=C1)C(C)NC(=O)C2=CC=C(S2)C)C,= [ug/mL],3.5 [ug/mL] (The mean of the results at pH 7.4)
37770,2933339.0,COC1=CC2=C(C=C1)N=C(S2)N3C(=O)CNC3=S,= [ug/mL],19.5 [ug/mL] (The mean of the results at pH 7.4)
37771,2933345.0,CCOC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=CC=CC=C3N=C2,> [ug/mL],>49.3 [ug/mL] (The mean of the results at pH 7.4)
37772,2933353.0,CCC1=CC(=CC=C1)NC(=O)C2CC2C3=CC=CC=C3,= [ug/mL],0.7 [ug/mL] (The mean of the results at pH 7.4)
37773,2933369.0,CC1=C(C=C(C=C1)Cl)NC(=O)C2CC2C3=CC=CC=C3,< [ug/mL],<0.6 [ug/mL] (The mean of the results at pH 7.4)
37774,2933399.0,CC(C(=O)NCC1=CC=C(C=C1)S(=O)(=O)N)OC2=CC(=CC=C2)Cl,= [ug/mL],53.3 [ug/mL] (The mean of the results at pH 7.4)
37775,2933424.0,CC(C1=CC=C(C=C1)OC)NC(=O)CC23CC4CC(C2)CC(C4)C3,= [ug/mL],19.7 [ug/mL] (The mean of the results at pH 7.4)
37776,2933451.0,C1C(C1C(=O)NC2=C(C=C(C=C2)Cl)F)C3=CC=CC=C3,= [ug/mL],1.4 [ug/mL] (The mean of the results at pH 7.4)
37777,2933462.0,CC1=C(C(=CC=C1)NC(=O)C2CC2C3=CC=CC=C3)C,= [ug/mL],3.8 [ug/mL] (The mean of the results at pH 7.4)
37778,2933509.0,COC1=CC(=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCC4=CC=CO4)OC,= [ug/mL],8.3 [ug/mL] (The mean of the results at pH 7.4)
37779,2933566.0,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)C4=C(C(=C(C(=C4F)F)F)F)F,= [ug/mL],2.3 [ug/mL] (The mean of the results at pH 7.4)
37780,2933573.0,COC1=CC(=CC(=C1)C(=O)NCCCCNC(=O)C2=CC(=CC(=C2)OC)OC)OC,= [ug/mL],1.1 [ug/mL] (The mean of the results at pH 7.4)
37781,2933610.0,COC(=O)C1=C(C=CS1)NC(=O)C2=C(C(=C(C(=C2F)F)F)F)F,< [ug/mL],<0.8 [ug/mL] (The mean of the results at pH 7.4)
37782,2933647.0,C1CN(CCN1C2=NC=CC=N2)C(=O)C3=CC(=CC=C3)Cl,> [ug/mL],>45.4 [ug/mL] (The mean of the results at pH 7.4)
37783,2933676.0,C1CCN(C1)C(=O)C2CCCN(C2)CC3=CC=CC=C3F.C(=O)(C(=O)O)O,= [ug/mL],43.2 [ug/mL] (The mean of the results at pH 7.4)
37784,2933748.0,C1CC2C3C(C1O2)C(=O)N(C3=O)C4=CC(=CC=C4)F,= [ug/mL],39.2 [ug/mL] (The mean of the results at pH 7.4)
37785,2933784.0,C1=CC=C(C=C1)CN2C=[N+](C3=CC=CC=C32)CC4=CC=CC=C4.[Cl-],= [ug/mL],42.9 [ug/mL] (The mean of the results at pH 7.4)
37786,2933840.0,C1CC(OC1)CNC(=O)C(=O)NCCC2=CNC3=CC=CC=C32,= [ug/mL],9 [ug/mL] (The mean of the results at pH 7.4)
37787,2933845.0,COC(=O)C1=C(C=CS1)NC(=O)C2CCCCC2C(=O)O,= [ug/mL],42.1 [ug/mL] (The mean of the results at pH 7.4)
37788,2933858.0,C1=CC(=CN=C1)C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])NC(=O)C3=CN=CC=C3,= [ug/mL],3.3 [ug/mL] (The mean of the results at pH 7.4)
37789,2933861.0,CC(CNC(=O)C1=CC(=C(C=C1)OC)OC)NC(=O)C2=CC(=C(C=C2)OC)OC,= [ug/mL],8.9 [ug/mL] (The mean of the results at pH 7.4)
37790,2933892.0,CC1CCC2=C(N1S(=O)(=O)C3=CC=C(C=C3)OC)C=CC(=C2)F,= [ug/mL],3.2 [ug/mL] (The mean of the results at pH 7.4)
37791,2933905.0,C1CCC(C(C1)C(=O)NCC2=CC(=C(C=C2)Cl)Cl)C(=O)O,= [ug/mL],35.6 [ug/mL] (The mean of the results at pH 7.4)
37792,2934119.0,CC1=CC(=C(C(=C1)C)OCCNCC2=CC=CC=C2)C.C(=O)(C(=O)O)O,= [ug/mL],42.5 [ug/mL] (The mean of the results at pH 7.4)
37793,2934159.0,CC1=CC(=CC(=C1OCCNCC2=CC=CC=C2)C)Cl.C(=O)(C(=O)O)O,= [ug/mL],44.5 [ug/mL] (The mean of the results at pH 7.4)
37794,2934186.0,CC1=NC=CN1CCOC2=CC=C(C=C2)OC.C(=O)(C(=O)O)O,= [ug/mL],41.7 [ug/mL] (The mean of the results at pH 7.4)
37795,2934395.0,CCN1CCN(CC1)C(=O)C2COC3=CC=CC=C3O2,> [ug/mL],>41.5 [ug/mL] (The mean of the results at pH 7.4)
37796,2934595.0,C1CCCN(CC1)CCCOC2=CC=CC3=CC=CC=C32.C(=O)(C(=O)O)O,= [ug/mL],32.8 [ug/mL] (The mean of the results at pH 7.4)
37797,2934600.0,CC1CCN(CC1)C2(C3=C(C=CC(=C3)Cl)NC2=O)O,> [ug/mL],>42.1 [ug/mL] (The mean of the results at pH 7.4)
37798,2934712.0,CN(CCOC1=CC=C(C=C1)F)CC2=CC=CC=C2.C(=O)(C(=O)O)O,= [ug/mL],34.6 [ug/mL] (The mean of the results at pH 7.4)
37799,2934880.0,CC1=C(C(=CC=C1)C)OCC(=O)NC2=CC3=C(C=C2)C(=O)NC3=O,= [ug/mL],1.2 [ug/mL] (The mean of the results at pH 7.4)
37800,2934973.0,CC1=CC(=C(C(=C1)Cl)OCCN(C)C)C.C(=O)(C(=O)O)O,> [ug/mL],>47.7 [ug/mL] (The mean of the results at pH 7.4)
37801,2935256.0,CC1=CC(=C(C=C1)C)OCCCNCC2=CC=CC=C2.C(=O)(C(=O)O)O,> [ug/mL],>53.9 [ug/mL] (The mean of the results at pH 7.4)
37802,2935293.0,CC1=CC(=C(C=C1)OCCCCNC(C)C2=CC=CC=C2)C,= [ug/mL],32.2 [ug/mL] (The mean of the results at pH 7.4)
37803,2935378.0,CCC(C)NCCOC1=CC=CC=C1C2=CC=CC=C2.C(=O)(C(=O)O)O,> [ug/mL],>53.9 [ug/mL] (The mean of the results at pH 7.4)
37804,2935427.0,CN(C)CCOC1=CC(=CC=C1)Br.C(=O)(C(=O)O)O,= [ug/mL],44.6 [ug/mL] (The mean of the results at pH 7.4)
37805,2935465.0,C1CCN(CC1)C(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCCC3,= [ug/mL],25.9 [ug/mL] (The mean of the results at pH 7.4)
37806,2935506.0,CN(C)CCCCOC1=CC=CC=C1F.C(=O)(C(=O)O)O,= [ug/mL],17.2 [ug/mL] (The mean of the results at pH 7.4)
37807,2935513.0,CC1=CC(=C(C=C1)C(C)C)OCCCN2C=CN=C2C.C(=O)(C(=O)O)O,= [ug/mL],51.2 [ug/mL] (The mean of the results at pH 7.4)
37808,2935550.0,CCC(C)NCCOC1=CC(=CC(=C1C)C)C.C(=O)(C(=O)O)O,= [ug/mL],35.1 [ug/mL] (The mean of the results at pH 7.4)
37809,2935561.0,CC1=CC(=C(C=C1)C(C)C)OCCN2C=CN=C2C.C(=O)(C(=O)O)O,= [ug/mL],46.7 [ug/mL] (The mean of the results at pH 7.4)
37810,2935572.0,CC1=CC(=C(C(=C1)OCCNCC2=CC=CC=C2)C)C.C(=O)(C(=O)O)O,> [ug/mL],>53.9 [ug/mL] (The mean of the results at pH 7.4)
37811,2935629.0,C1CCN(CC1)C(=O)C2=CC(=C(C=C2)N3CCOCC3)[N+](=O)[O-],> [ug/mL],>47.9 [ug/mL] (The mean of the results at pH 7.4)
37812,2935776.0,C1CCN(C1)C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)N3CCCC3,> [ug/mL],>43.4 [ug/mL] (The mean of the results at pH 7.4)
