Unnamed: 0,CID,SMILES,Solubility,Experiment Solubility-PubChem
52665,5489029.0,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O,High,High
52666,5489265.0,CC(C)(C)C1=CC=CC=C1OP(=O)([O-])OC2=CC=CC=C2,"In water, 0.04 ug/ml @ 25 °C","In water, 0.04 ug/ml @ 25 °C"
52667,5489485.0,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC)O)O,275.7 mg/L @ 25 °C (est),
52668,5489501.0,COC1=CC(=CC2=C1C(=O)C(=C(O2)C3=CC(=C(C=C3)O)O)OC)O,1825 mg/L @ 25 °C (est),
52669,5491408.0,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O,2.469e+004 mg/L @ 25 °C (est),
52670,5491643.0,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3OC)OC)O)OC,95.64 mg/L @ 25 °C (est),
52671,5491648.0,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=CC(=CC(=C43)O)O,522 mg/L @ 25 °C (est),
52672,5491798.0,COC1=C(C2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC=CC=C3)O)OC,89.93 mg/L @ 25 °C (est),
52673,5492231.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C=C(C=C4[O+]=C3C5=CC(=C(C(=C5)O)O)O)O)O)O)O)O)O)O)O,696.6 mg/L @ 25 °C (est),
52674,5493321.0,C/C(=N/OCC1=CC=CC=C1/C(=N\OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F,"In water, 0.610 mg/L at 25 °C","In water, 0.610 mg/L at 25 °C"
52675,5493444.0,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,Highly soluble in water (as hemifumarate salt),Highly soluble in water (as hemifumarate salt)
52676,5494827.0,CN1C2=C(C(=CC(=C2)OC)O)C(=O)C3=C1C(=C(C=C3)O)OC,79.75 mg/L @ 25 °C (est),
52677,5494828.0,CN1C2=C(C(=CC(=C2)OC)O)C(=O)C3=C1C(=C(C=C3)OC)OC,18.33 mg/L @ 25 °C (est),
52678,5495925.0,CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(O2)C=C(C(=C3CC=C(C)C)OC)O)OC)C,5.494e-005 mg/L @ 25 °C (est),
52679,5495926.0,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CCC(C)(C)O)O)C,0.00821 mg/L @ 25 °C (est),
52680,5495928.0,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C4=C(C(=C3)O)OC(C=C4)(C)C)O)C,0.000701 mg/L @ 25 °C (est),
52681,5497163.0,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC,Insoluble in water,Insoluble in water
52682,5497195.0,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@H]([C@H](C)C/C=C\C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,"Slightly soluble (NTP, 1992)","Slightly soluble (NTP, 1992)"
52683,5498466.0,CC(=O)C1=CC(=CC=C1)NC(=O)CO/N=C\2/CCCC3=NON=C32,45.7 [ug/mL] (The mean of the results at pH 7.4),
52684,5498521.0,CC1=CCCC([C@H]1/C=C/C(=O)C)(C)C,24.67 mg/L @ 25 Â°C (est),
52685,5505226.0,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCC3=CC=CC=C3C2,46.6 [ug/mL] (The mean of the results at pH 7.4),46.6 [ug/mL] (The mean of the results at pH 7.4)
52686,5514364.0,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC(=O)N/N=C(\C)/C3=CC=NC=C3,56.7 [ug/mL] (The mean of the results at pH 7.4),
52687,5515040.0,CC1=CC=C(C=C1)CN2CCN(CC2)CC(=O)N/N=C/C3=CC=C(O3)C,47.4 [ug/mL] (The mean of the results at pH 7.4),
52688,5515832.0,CC1=CC(=CC=C1)N2C(=O)C3=C(NC2=S)N=C4CC(OCC4=C3)(C)C,1.7 [ug/mL] (The mean of the results at pH 7.4),1.7 [ug/mL] (The mean of the results at pH 7.4)
52689,5521796.0,CC1=NC=C(C=C1)C(=O)N/N=C\C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],2.4 [ug/mL] (The mean of the results at pH 7.4),
52690,5522369.0,CC1=C(C(=NN1CC(=O)N/N=C(\C)/C2=CC=C(S2)Cl)C)[N+](=O)[O-],0.5 [ug/mL] (The mean of the results at pH 7.4),
52691,5522952.0,CCOC(=O)C1=C2C3=CC=CC=C3C(=O)C4=C2C(=CC=C4)NC1=O,<0.7 [ug/mL] (The mean of the results at pH 7.4),<0.7 [ug/mL] (The mean of the results at pH 7.4)
52692,5523604.0,COC1=CC=C(C=C1)/C(=N\OC)/COC2=CC=C(C=C2)F,<0.6 [ug/mL] (The mean of the results at pH 7.4),
52693,5524121.0,C1=CC=C(C=C1)/C(=N/O)/COC2=CC=CC=C2[N+](=O)[O-],>40.8 [ug/mL] (The mean of the results at pH 7.4),
52694,5524122.0,CC(C)(C)/C(=N/O)/COC1=CC=CC=C1[N+](=O)[O-],20.6 [ug/mL] (The mean of the results at pH 7.4),
52695,5524230.0,CC1=CC=C(C=C1)C(=O)O/N=C(\C)/C2=C(N=C3N2C=CC(=C3)C)C,6.6 [ug/mL] (The mean of the results at pH 7.4),
52696,5524274.0,C/C(=N/OC(=O)C1=CC(=CC=C1)C(F)(F)F)/C2=NC=CN=C2,3.5 [ug/mL] (The mean of the results at pH 7.4),
52697,5524414.0,C/C(=N\O)/CN1C(=O)C(=C(C=N1)N2CCOCC2)Cl,>43 [ug/mL] (The mean of the results at pH 7.4),
52698,5524528.0,C1=CN(C=C1)C2=C(SC=C2)C(=O)N/N=C\C3=CC=CS3,26.8 [ug/mL] (The mean of the results at pH 7.4),
52699,5524592.0,CC1=CC=C(C=C1)/C=N\NC(=O)CC2=NOC3=CC=CC=C32,0.3 [ug/mL] (The mean of the results at pH 7.4),
52700,5524654.0,C1CC2=CC=CC=C2/C(=N/OC(=O)C3=CC=CS3)/C1,<0.6 [ug/mL] (The mean of the results at pH 7.4),
52701,5524659.0,C1CC2=CC=CC=C2/C(=N/OC(=O)C3CC3)/C1,28.3 [ug/mL] (The mean of the results at pH 7.4),
52702,5524736.0,C1=CC(=CC=C1C2=C3C=C(C=CC3=NO2)/C=N\O)Cl,<0.3 [ug/mL] (The mean of the results at pH 7.4),
52703,5524794.0,C/C(=N\NC(=O)C1=C(C=CS1)N2C=CC=C2)/C3=CC=CS3,0.4 [ug/mL] (The mean of the results at pH 7.4),
52704,5524844.0,C/C(=C\C(=O)C1=C(C=C(C=N1)C(F)(F)F)Cl)/N(C)C,41 [ug/mL] (The mean of the results at pH 7.4),41 [ug/mL] (The mean of the results at pH 7.4)
52705,5524980.0,C1=CC=C(C=C1)S(=O)(=O)/C(=C/NC2=C(C=C(C=C2)F)F)/[N+](=O)[O-],>51 [ug/mL] (The mean of the results at pH 7.4),>51 [ug/mL] (The mean of the results at pH 7.4)
52706,5525014.0,C/C(=N/O)/C1=CC(=CC=C1)N2CC3=CC=CC=C3C2,22.2 [ug/mL] (The mean of the results at pH 7.4),
52707,5525382.0,C1=CC=C(C=C1)OC2=CC=C(C=C2)/C=N\NC(=O)C3=CSN=N3,0.3 [ug/mL] (The mean of the results at pH 7.4),
52708,5525417.0,C/C(=C\C(=O)C1=C(C=CS1)Cl)/N(C)C,>34.5 [ug/mL] (The mean of the results at pH 7.4),>34.5 [ug/mL] (The mean of the results at pH 7.4)
52709,5532983.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N/C(=C/C(=O)C)/C,>42.8 [ug/mL] (The mean of the results at pH 7.4),>42.8 [ug/mL] (The mean of the results at pH 7.4)
52710,5535987.0,C/C(=N\NC(=O)C1=CC=CO1)/C2=CC=CC3=CC=CC=C32,35.2 [ug/mL] (The mean of the results at pH 7.4),
52711,5543668.0,CCCCN(CC)CC1=C(C=CC2=C1OC(=O)C3=C2CCC3)O,44 [ug/mL] (The mean of the results at pH 7.4),44 [ug/mL] (The mean of the results at pH 7.4)
52712,5548030.0,CC1=NC(=CC=C1)NC(=O)/C(=C/C2=CC=C(C=C2)F)/C#N,1.5 [ug/mL] (The mean of the results at pH 7.4),1.5 [ug/mL] (The mean of the results at pH 7.4)
52713,5548035.0,CC1=NC(=CC=C1)NC(=O)/C(=C/C2=CC=C(C=C2)OC)/C#N,0.4 [ug/mL] (The mean of the results at pH 7.4),0.4 [ug/mL] (The mean of the results at pH 7.4)
52714,5552315.0,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC(=O)N/N=C\C3=CC=CC=N3,5.1 [ug/mL] (The mean of the results at pH 7.4),
52715,5554775.0,CCCN1N=C(N=N1)NC(=O)/C=C/C2=CC=CC=C2,2.1 [ug/mL] (The mean of the results at pH 7.4),2.1 [ug/mL] (The mean of the results at pH 7.4)
52716,5556862.0,C1=CC=C(C=C1)C(=O)N/N=C/2\C(=CC3=CC=CC=C3O2)C(=O)N,3.1 [ug/mL] (The mean of the results at pH 7.4),
52717,5565760.0,C1=CC=C(C(=C1)/C=N\N=C/C2=CC=CC=C2N)N,0.3 [ug/mL] (The mean of the results at pH 7.4),
52718,5568046.0,C1=CC(=CC(=C1)[N+](=O)[O-])/C(=N\OC(=O)C2=CC(=CC=C2)[N+](=O)[O-])/N,0.5 [ug/mL] (The mean of the results at pH 7.4),
52719,5568081.0,CN\1CCS/C1=C\C=C/2\C(=O)N(C(=S)N2C)C,8 [ug/mL] (The mean of the results at pH 7.4),8 [ug/mL] (The mean of the results at pH 7.4)
52720,5568261.0,C1=CC=C(C=C1)/C=N\NC(=O)C2=NC(=CC=C2)C(=O)N/N=C\C3=CC=CC=C3,<0.2 [ug/mL] (The mean of the results at pH 7.4),
52721,5586899.0,C1COCCN1C(=O)/C(=C\C2=CN=CC=C2)/NC(=O)C3=CC=CC=C3Cl,>55.8 [ug/mL] (The mean of the results at pH 7.4),>55.8 [ug/mL] (The mean of the results at pH 7.4)
52722,5591715.0,CN\1C=CC=C/C1=N/C(=S)NCC=C,>31.1 [ug/mL] (The mean of the results at pH 7.4),
52723,5591767.0,CCCN\1C=CC=C/C1=N/C(=S)NCC=C,35.1 [ug/mL] (The mean of the results at pH 7.4),
52724,5597903.0,C1=CC=C(C=C1)/C(=C/C(=O)C(=O)NNC(=O)C2=CC=CC=C2)/O,>46.5 [ug/mL] (The mean of the results at pH 7.4),>46.5 [ug/mL] (The mean of the results at pH 7.4)
52725,5600169.0,CC(C)OP(=O)(/C(=N\OC(=O)C1=CC=C(C=C1)OC)/C(=O)N)OC(C)C,49.1 [ug/mL] (The mean of the results at pH 7.4),
52726,5601088.0,CC\1=CC(=O)C(=C/C1=N/OS(=O)(=O)C2=CC=CC=C2)C(C)C,7.9 [ug/mL] (The mean of the results at pH 7.4),
52727,5601456.0,CCCCN1C(=O)C2=NC3=C(C=C(C=C3)NC(=O)C)N=C2NC1=O,2.3 [ug/mL] (The mean of the results at pH 7.4),2.3 [ug/mL] (The mean of the results at pH 7.4)
52728,5601537.0,CC1=C(C(=NC(=N1)NCC2=CC=CC=C2)Cl)/C=C/C(=O)OC,>47.7 [ug/mL] (The mean of the results at pH 7.4),>47.7 [ug/mL] (The mean of the results at pH 7.4)
52729,5606732.0,C1=CC(=CC=C1/C=C/C=C/C=N\NC(=O)N)F,0.5 [ug/mL] (The mean of the results at pH 7.4),
52730,5608544.0,C1=COC(=C1)/C=C/C=N\NC(=O)C2=CC(=CN=C2)Br,13.6 [ug/mL] (The mean of the results at pH 7.4),
52731,5613516.0,CC1CCN(CC1)CC2=CC(=O)OC3=CC(=C(C=C23)Cl)O,>46.2 [ug/mL] (The mean of the results at pH 7.4),>46.2 [ug/mL] (The mean of the results at pH 7.4)
52732,5613985.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NCC(=O)N/N=C\C3=CC(=CC=C3)O,0.8 [ug/mL] (The mean of the results at pH 7.4),
52733,5614848.0,CCN\1C=CC=C/C1=N/C(=S)NCC=C,28.7 [ug/mL] (The mean of the results at pH 7.4),
52734,5623626.0,C[C@@H](C(=O)OC)NC(=O)NCC1=CC=CC=C1,>35.4 [ug/mL] (The mean of the results at pH 7.4),>35.4 [ug/mL] (The mean of the results at pH 7.4)
52735,5624579.0,CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)CN3CCCC3)OC4=CC=CC(=C4)OC,40.6 [ug/mL] (The mean of the results at pH 7.4),40.6 [ug/mL] (The mean of the results at pH 7.4)
52736,5626555.0,CC1=C(C=C2C(=N1)N=C(N2)SCC3=NC4=CC=CC=C4N3)Br,1.1 [ug/mL] (The mean of the results at pH 7.4),1.1 [ug/mL] (The mean of the results at pH 7.4)
52737,5646504.0,C/C(=C/C1=CC=CC=C1)/C(=O)N2CCC(CC2)C(=O)OC,41 [ug/mL] (The mean of the results at pH 7.4),41 [ug/mL] (The mean of the results at pH 7.4)
52738,5650290.0,CC1=C/C(=N\OS(=O)(=O)C2=CC=CC=C2)/C(=CC1=O)C(C)C,>47.9 [ug/mL] (The mean of the results at pH 7.4),
52739,5654139.0,C1=CC=C(C=C1)/C=C/C=N\NC(=O)CNC(=O)C2=CC=CC=C2F,1.6 [ug/mL] (The mean of the results at pH 7.4),
52740,5654285.0,CC1=C/C(=N\OS(=O)(=O)C2=CC=CC=C2)/C=CC1=O,7.9 [ug/mL] (The mean of the results at pH 7.4),
52741,5662106.0,CN(C)C1=CC=C(C=C1)N2C=CC=C2/C=C/[N+](=O)[O-],<0.2 [ug/mL] (The mean of the results at pH 7.4),<0.2 [ug/mL] (The mean of the results at pH 7.4)
52742,5663704.0,CC1=C/C(=N\OS(=O)(=O)C2=CC=CC=C2)/C(=CC1=O)C,6.4 [ug/mL] (The mean of the results at pH 7.4),
52743,5663760.0,C1=CC=C(C=C1)/C(=N\S(=O)(=O)C2=CC=CC=C2)/NS(=O)(=O)C3=CC=CC=C3[N+](=O)[O-],>66.8 [ug/mL] (The mean of the results at pH 7.4),
52744,5664497.0,C1OC2=C(O1)C=C(C=C2)/C=N\NS(=O)(=O)C3=CC=CC=C3,8.2 [ug/mL] (The mean of the results at pH 7.4),
52745,5664516.0,CC1=CC=C(O1)/C=N\NC(=O)C2=CC3=C(C=C2)OCO3,32.8 [ug/mL] (The mean of the results at pH 7.4),
52746,5665016.0,CCOC(=O)/C(=N\NC1=CC=CC(=C1)C(F)(F)F)/N2CCOCC2,21.5 [ug/mL] (The mean of the results at pH 7.4),
52747,5666258.0,CCOC(=O)/C(=N\NC1=C(C=CC(=C1)Cl)Cl)/N2CCOCC2,<0.2 [ug/mL] (The mean of the results at pH 7.4),
52748,5667139.0,C1=CC=C(C(=C1)/C(=C/C2=CN=CC=C2)/C#N)[N+](=O)[O-],8 [ug/mL] (The mean of the results at pH 7.4),8 [ug/mL] (The mean of the results at pH 7.4)
52749,5668656.0,CN\1CCOC(=O)/C1=N/NC2=C(C=CC(=C2)Cl)Cl,2 [ug/mL] (The mean of the results at pH 7.4),
52750,5669085.0,CCOC(=O)/C(=C\1/C=C(C2=CC=CC=C2N1)C)/C#N,0.4 [ug/mL] (The mean of the results at pH 7.4),0.4 [ug/mL] (The mean of the results at pH 7.4)
52751,5672488.0,C1CC1C(=O)NNC(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],4 [ug/mL] (The mean of the results at pH 7.4),4 [ug/mL] (The mean of the results at pH 7.4)
52752,5672711.0,COC1=CC=CC(=C1)/C=C/C(=O)OCC(=O)NCC2=CC3=C(C=C2)OCO3,3.3 [ug/mL] (The mean of the results at pH 7.4),3.3 [ug/mL] (The mean of the results at pH 7.4)
52753,5673588.0,COC1=CC(=C(C=C1)OC)/C=C/C(=O)OCC(=O)NCC2=CC=CC=C2,15.1 [ug/mL] (The mean of the results at pH 7.4),15.1 [ug/mL] (The mean of the results at pH 7.4)
52754,5673862.0,C1CN(CCN1C2=CC=CC=N2)C(=O)/C=C/C3=CC(=CC=C3)F,39.4 [ug/mL] (The mean of the results at pH 7.4),39.4 [ug/mL] (The mean of the results at pH 7.4)
52755,5674012.0,C1=CC=C(C=C1)/C(=N\S(=O)(=O)C2=C(C=C(C=C2)F)F)/NC3=CN=CC=C3,>56 [ug/mL] (The mean of the results at pH 7.4),
52756,5678381.0,C1=CC=C(C=C1)/C(=N\S(=O)(=O)C2=CC=CC=C2)/NC3=C(N=CC=C3)Cl,>55.8 [ug/mL] (The mean of the results at pH 7.4),
52757,5678845.0,C1=CSC(=C1)C2=NC3=C(C(=C2)C(F)(F)F)C(=O)NC(=S)N3,4.8 [ug/mL] (The mean of the results at pH 7.4),4.8 [ug/mL] (The mean of the results at pH 7.4)
52758,5679236.0,COC1=C(C=CC(=C1)/C=C/C(=O)OCC(=O)NCC2=CC=C(C=C2)C(=O)OC)O,13.4 [ug/mL] (The mean of the results at pH 7.4),13.4 [ug/mL] (The mean of the results at pH 7.4)
52759,5684664.0,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NNC(=O)/C=C/C2=CC=CS2,6 [ug/mL] (The mean of the results at pH 7.4),6 [ug/mL] (The mean of the results at pH 7.4)
52760,5687785.0,C1=CC=C(C=C1)/C(=N\NC(=O)C2=CC(=CC=C2)[N+](=O)[O-])/C3=CC=CC=N3,3.4 [ug/mL] (The mean of the results at pH 7.4),
52761,5689963.0,COC1=CC(=CC(=C1OC)OC)C2=NN=C(O2)SCC3=CC(=O)OC4=CC(=C(C=C34)O)O,>68.8 [ug/mL] (The mean of the results at pH 7.4),>68.8 [ug/mL] (The mean of the results at pH 7.4)
52762,5694222.0,CC1=NC(=C(C=C1)OCC(=O)NCCC2=CC=C(C=C2)OC)[N+](=O)[O-],>51.8 [ug/mL] (The mean of the results at pH 7.4),>51.8 [ug/mL] (The mean of the results at pH 7.4)
52763,5694308.0,CC1CCN(CC1)C(=O)COC2=C(N=C(C=C2)C)[N+](=O)[O-],43 [ug/mL] (The mean of the results at pH 7.4),43 [ug/mL] (The mean of the results at pH 7.4)
52764,5694352.0,C1=CC=C(C=C1)CNC(=O)COC2=C(N=CC=C2)[N+](=O)[O-],>43.1 [ug/mL] (The mean of the results at pH 7.4),>43.1 [ug/mL] (The mean of the results at pH 7.4)
52765,5695943.0,CC1=C(C=C(C=C1)C(=O)NNC(=O)C2=C(OC(=C2)C)C)[N+](=O)[O-],18.6 [ug/mL] (The mean of the results at pH 7.4),18.6 [ug/mL] (The mean of the results at pH 7.4)
52766,5701987.0,C[C@H]1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)O)C)C)O[C@]16CCC(CN6)C,"FREELY SOL IN BENZENE, PYRIDINE, AND CHLOROFORM; MODERATELY SOL IN ALC, METHANOL, AND ACETONE; SLIGHTLY SOL IN WATER; PRACTICALLY INSOL IN ETHER","FREELY SOL IN BENZENE, PYRIDINE, AND CHLOROFORM; MODERATELY SOL IN ALC, METHANOL, AND ACETONE; SLIGHTLY SOL IN WATER; PRACTICALLY INSOL IN ETHER"
52767,5702045.0,C[C@H]\1CC[C@@H](C/C1=C\C=C\2/CCC[C@]3([C@H]2CCC3[C@H](C)/C=C/[C@H](C)C(C)C)C)O,Easily sol in organic solents,Easily sol in organic solents
52768,5702062.0,CC(=O)O.C1=CC(=C(C(=C1)Cl)/C=N/N=C(N)N)Cl,Solubility of 50 mg/ml in alcohol at 25 °C,Solubility of 50 mg/ml in alcohol at 25 °C
52769,5702065.0,CN1[C@H]2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O,Soluble as hydrobromide,Soluble as hydrobromide
52770,5702077.0,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,"In water, 0.29 mg/L at 20 °C (est)",Solubility in water: none
52771,5702096.0,CC[C@]12CCC3[C@H]4CCC(=O)C=C4CCC3C1CC[C@]2(C#C)O,"In water, 1.73 mg/L, temp not stated.","In water, 1.73 mg/L, temp not stated."
52772,5702098.0,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O.Cl,>50.4 [ug/mL] (The mean of the results at pH 7.4),>50.4 [ug/mL] (The mean of the results at pH 7.4)
52773,5702099.0,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(CC2C(C(C[C@](O2)(CC(C(CCC(CC(CC(CC(=O)O[C@H](C([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,>50.4 [ug/mL] (The mean of the results at pH 7.4),
52774,5702129.0,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3.Cl,>47.2 [ug/mL] (The mean of the results at pH 7.4),>47.2 [ug/mL] (The mean of the results at pH 7.4)
52775,5702144.0,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.Cl,>47.7 [ug/mL] (The mean of the results at pH 7.4),>47.7 [ug/mL] (The mean of the results at pH 7.4)
52776,5702148.0,CCCC1O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C4[C@H](CC3([C@@]2(O1)C(=O)CO)C)O)C,"In water, 10.7 mg/L at 25 °C (est)",Practically insoluble in water
52777,5702161.0,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O.Br,>57.6 [ug/mL] (The mean of the results at pH 7.4),>57.6 [ug/mL] (The mean of the results at pH 7.4)
52778,5702162.0,CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,>52.8 [ug/mL] (The mean of the results at pH 7.4),>52.8 [ug/mL] (The mean of the results at pH 7.4)
52779,5702214.0,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,52.5 [ug/mL] (The mean of the results at pH 7.4),52.5 [ug/mL] (The mean of the results at pH 7.4)
52780,5702223.0,CN(C)CC/C=C/1\C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,>52.8 [ug/mL] (The mean of the results at pH 7.4),>52.8 [ug/mL] (The mean of the results at pH 7.4)
52781,5702243.0,C[C@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@H]4CC[C@@H]([C@H](O4)C)N(C)C,Slightly soluble in water,Slightly soluble in water
52782,5702273.0,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl,46.5 [ug/mL] (The mean of the results at pH 7.4),46.5 [ug/mL] (The mean of the results at pH 7.4)
52783,5702296.0,CN1CCC[C@H]1C2=CN=CC=C2.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,Sol in ether /Dihydrate/,Sol in ether /Dihydrate/
52784,5702338.0,C1=CC(=C(C=C1NC(=O)/C=C/C(=O)O)C(=O)O)Cl,38 [ug/mL] (The mean of the results at pH 7.4),38 [ug/mL] (The mean of the results at pH 7.4)
52785,5702387.0,COC1=CC(=C(C=C1)NC(=O)/C=C/C(=O)O)[N+](=O)[O-],>39.9 [ug/mL] (The mean of the results at pH 7.4),>39.9 [ug/mL] (The mean of the results at pH 7.4)
52786,5702393.0,CC1=CC(=C(C=C1C)[N+](=O)[O-])NC(=O)/C=C\C(=O)O,39.4 [ug/mL] (The mean of the results at pH 7.4),39.4 [ug/mL] (The mean of the results at pH 7.4)
52787,5702471.0,C1C/C(=C\C2=CC=NC=C2)/C(=O)C3=CC=CC=C31,34.2 [ug/mL] (The mean of the results at pH 7.4),34.2 [ug/mL] (The mean of the results at pH 7.4)
52788,5702484.0,C1=CC(=C(C(=C1NC(=O)/C=C\C(=O)O)F)F)F,34.3 [ug/mL] (The mean of the results at pH 7.4),34.3 [ug/mL] (The mean of the results at pH 7.4)
52789,5702609.0,CC1=CC(=O)CC([C@]1(/C=C/C(=C/C(=O)O)/C)O)(C)C,1472 mg/L @ 25 °C (est),
52790,5702654.0,CCCCC/C=C/CCC=O,soluble in alcohol and most fixed oils; insoluble in water,soluble in alcohol and most fixed oils; insoluble in water
52791,5702697.0,CCN\1C2=CC=CC=C2S/C1=C\C=C\C=C\C3=[N+](C4=CC=CC=C4S3)CC.[I-],Practically insoluble in water,Practically insoluble in water
52792,5702746.0,CC[C@H](C)COC(=O)/C=C/C1=CC=C(C=C1)N=CC2=CC=C(C=C2)OC,"less than 1 mg/mL at 73 °F (NTP, 1992)","less than 1 mg/mL at 73 °F (NTP, 1992)"
