Unnamed: 0,CID,SMILES,Solubility,Experiment Solubility-PubChem
42670,3606560.0,C1CC(C2=CC=CC=C2C1)NC(=O)C3=CC=CC=C3C(=O)O,> [ug/mL],>44.3 [ug/mL] (The mean of the results at pH 7.4)
42671,3606622.0,CC(C1CC2CCC1C2)NC(=O)C3=CC=C(C=C3)OC,= [ug/mL],8.1 [ug/mL] (The mean of the results at pH 7.4)
42672,3606911.0,CC1=C(C=C(C=C1)NC(=O)COC(=O)C2CC(=O)N(C2)CC3=CC=CC=C3)F,= [ug/mL],46.8 [ug/mL] (The mean of the results at pH 7.4)
42673,3607003.0,CC1=CC=C(C=C1)NC2=NC(=C(C(=N2)NCCO)[N+](=O)[O-])N,= [ug/mL],18.7 [ug/mL] (The mean of the results at pH 7.4)
42674,3607071.0,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(=N2)NNC=O,"SOL IN N-BUTANOL, DIMETHYL FORMAMIDE, DIMETHYL SULFOXIDE, ETHANOL & POLYETHYLENE GLYCOL","SOL IN N-BUTANOL, DIMETHYL FORMAMIDE, DIMETHYL SULFOXIDE, ETHANOL & POLYETHYLENE GLYCOL"
42675,3607195.0,COC(=O)C(C1=CC2=CC=CC=C2C=C1)NC(=O)C3=CC=CC=C3C(=O)O,> [ug/mL],>54.5 [ug/mL] (The mean of the results at pH 7.4)
42676,3607313.0,C1CN(C(=N1)SCC2=CC=C(C=C2)F)C(=O)COC3=CC=CC=C3,= [ug/mL],6.4 [ug/mL] (The mean of the results at pH 7.4)
42677,3607724.0,C1=CC=C(C=C1)COC2=CC(=O)NC=C2,> [ug/mL],>30.2 [ug/mL] (The mean of the results at pH 7.4)
42678,3608194.0,CC1CCCC(C1C)NC(=O)CN2C(=O)C(NC2=O)CC3=CNC4=CC=CC=C43,> [ug/mL],>59.5 [ug/mL] (The mean of the results at pH 7.4)
42679,3608314.0,COCCCNC1=NC(=C(C(=N1)N2CCCCCC2)[N+](=O)[O-])N,= [ug/mL],47.4 [ug/mL] (The mean of the results at pH 7.4)
42680,3608518.0,CC(C)C1=CC=C(C=C1)N2C(=O)CC(C2=O)NNC(=O)C3=CC=CC=C3Cl,= [ug/mL],3.2 [ug/mL] (The mean of the results at pH 7.4)
42681,3608531.0,CN(C1CCCCC1)C(=O)COC(=O)CCC(=O)C2=CC=C(C=C2)F,> [ug/mL],>52.4 [ug/mL] (The mean of the results at pH 7.4)
42682,3608972.0,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCC4CCCO4)C,= [ug/mL],4.7 [ug/mL] (The mean of the results at pH 7.4)
42683,3609153.0,CCCCC(CCC(=O)NC1=CC(=CC=C1)[N+](=O)[O-])C(=O)O,= [ug/mL],43.7 [ug/mL] (The mean of the results at pH 7.4)
42684,3609289.0,C=CCOC(=O)C1=CN=C(C=C1)N2CCN(CC2)C3=CC=CC=C3,= [ug/mL],0.9 [ug/mL] (The mean of the results at pH 7.4)
42685,3609400.0,CC(C(=O)O)O.CC(C(=O)O)O.[Fe],"Slight characteristic odor; mild, sweet and ferruginous taste; on exposure to air it becomes darker and incompletely soluble; greenish-white powder or crystalline masses; soluble in water, freely sol in alkali citrates, almost insoluble in alcohol. /Trihydrate/",
42686,3609423.0,CC1CC2=CC=CC=C2N1CC(=O)NC(=O)NC3CCCCC3,= [ug/mL],24.6 [ug/mL] (The mean of the results at pH 7.4)
42687,3609598.0,CC12CCCCC1C3(C=CC(=O)C=C3)C(=N2)SC,> [ug/mL],>39.2 [ug/mL] (The mean of the results at pH 7.4)
42688,3609627.0,CCN(C1=CC=CC=C1)S(=O)(=O)C2=C(ON=C2C)C,= [ug/mL],31.4 [ug/mL] (The mean of the results at pH 7.4)
42689,3609910.0,CCOC(=O)CCCNC(=O)CCNC(=O)C1=CC=C(C=C1)OCC(C)C,> [ug/mL],>56.8 [ug/mL] (The mean of the results at pH 7.4)
42690,3609939.0,C1CCCCCC2=NC3=CC=CC=C3C(=N)N2CCCCC1,= [ug/mL],34.6 [ug/mL] (The mean of the results at pH 7.4)
42691,3610131.0,CCC1=CC=C(C=C1)N2C(=O)C3CCCN3C2=S,= [ug/mL],29.4 [ug/mL] (The mean of the results at pH 7.4)
42692,3610654.0,CNC1=C(C(=O)NC(=O)N1)N=NC2=C(C=CC(=C2)Cl)Cl,= [ug/mL],0.8 [ug/mL] (The mean of the results at pH 7.4)
42693,3610683.0,C1CCC2=C(C1)C3=C(O2)C=CC(=C3)OCC(=O)NN,= [ug/mL],10.5 [ug/mL] (The mean of the results at pH 7.4)
42694,3610817.0,CC1CN(CC(O1)C)C(=O)COC(=O)C2=CC=C(C=C2)C#N,> [ug/mL],>45.3 [ug/mL] (The mean of the results at pH 7.4)
42695,3611697.0,CC1=NC(=NC=C1)S(=O)(=O)CC2=CC=C(C=C2)[N+](=O)[O-],> [ug/mL],>44 [ug/mL] (The mean of the results at pH 7.4)
42696,3611764.0,CC(=O)C1=CC=C(C=C1)OC2=NC=NC(=C2[N+](=O)[O-])N,= [ug/mL],2.3 [ug/mL] (The mean of the results at pH 7.4)
42697,3611837.0,C1=CC(=CC=C1COCC(F)(F)F)C(=O)NN,= [ug/mL],30 [ug/mL] (The mean of the results at pH 7.4)
42698,3612016.0,C1CCC2=C(C(C1)C(=O)N)NC3=C2C=C(C=C3)Cl,> [ug/mL],>39.4 [ug/mL] (The mean of the results at pH 7.4)
42699,3612186.0,COC1=CC(=CC(=C1OC)OC)C(=O)OCC(=O)NCC2CCCO2,> [ug/mL],>53 [ug/mL] (The mean of the results at pH 7.4)
42700,3612336.0,C1=CC=C(C=C1)C(=O)C2=C(C(=C3N2C=CC=C3)C#N)N,= [ug/mL],31.4 [ug/mL] (The mean of the results at pH 7.4)
42701,3612366.0,COC(=O)C1=CC=CC=C1S(=O)(=O)NNC(=O)C23CC4CC(C2)CC(C4)C3,= [ug/mL],3.4 [ug/mL] (The mean of the results at pH 7.4)
42702,3613025.0,CC1(CC2=C(C(C(=C(O2)N)[N+](=O)[O-])C3=CC=C(C=C3)F)C(=O)C1)C,> [ug/mL],>49.8 [ug/mL] (The mean of the results at pH 7.4)
42703,3613389.0,C1=CC(=C(C=C1[N+](=O)[O-])N)O,"less than 1 mg/mL at 68°F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)"
42704,3613414.0,CC1=C2CCCC2=NC(=N1)N3C(=C(N=N3)CO)CO,= [ug/mL],28.7 [ug/mL] (The mean of the results at pH 7.4)
42705,3613662.0,COC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)N2,= [ug/mL],3.9 [ug/mL] (The mean of the results at pH 7.4)
42706,3613671.0,COC1=CC2=C(C=C1)C(=C(N2)Cl)[N+](=O)[O-],= [ug/mL],32.3 [ug/mL] (The mean of the results at pH 7.4)
42707,3613709.0,C1CCN(C1)C2=C(C=C(C(=C2)N)[N+](=O)[O-])Cl,= [ug/mL],3 [ug/mL] (The mean of the results at pH 7.4)
42708,3614153.0,C1CC(OC1)CNC(=O)CSC2=NN=C(S2)NC3=CC=CC=C3F,> [ug/mL],>55.3 [ug/mL] (The mean of the results at pH 7.4)
42709,3614211.0,C1=CC=C(C=C1)NC2=NC(=C(C(=N2)NCCO)[N+](=O)[O-])N,= [ug/mL],38 [ug/mL] (The mean of the results at pH 7.4)
42710,3614338.0,C1(=NC(=O)N(C(=O)N1Cl)Cl)[O-],"Soluble (NTP, 1992)",
42711,3614495.0,CC1=NN(C(=C1CCNC(=O)CCl)OC2=CC=CC=C2)C,> [ug/mL],>46.2 [ug/mL] (The mean of the results at pH 7.4)
42712,3614719.0,CN1C(=O)C(=C(N=C1SCC2=CC=CC=C2)N)N=O,= [ug/mL],13.6 [ug/mL] (The mean of the results at pH 7.4)
42713,3614842.0,CC1=NN(C(=O)C1N=NC2=CC=C(C=C2)OC)C3=CC=CC=C3,< [ug/mL],<0.2 [ug/mL] (The mean of the results at pH 7.4)
42714,3615085.0,C1C=CCC2C1C(=O)N(C2=O)CC(=O)NC3=NC(=CS3)C4=CC(=C(C=C4)F)F,= [ug/mL],4.8 [ug/mL] (The mean of the results at pH 7.4)
42715,3615552.0,CC1=CC(=C(C=C1)NC2C(=O)N(C(=O)S2)CC3=CC(=CC=C3)C(=O)O)C,= [ug/mL],53.1 [ug/mL] (The mean of the results at pH 7.4)
42716,3615558.0,C1C(=O)NC2=CC=CC=C2N1C(=O)COC(=O)CC3=CC=CC=C3F,> [ug/mL],>51.3 [ug/mL] (The mean of the results at pH 7.4)
42717,3616161.0,C1=CC=C(C(=C1)C(=O)NCCC2=CC=C(C=C2)Cl)C(=O)O,= [ug/mL],43.3 [ug/mL] (The mean of the results at pH 7.4)
42718,3616502.0,CCC(C)NC(=O)C1=CC=C(O1)CSCC2=CC=C(C=C2)Cl,= [ug/mL],22.6 [ug/mL] (The mean of the results at pH 7.4)
42719,3616687.0,C1=CC=C(C(=C1)COC(=O)CCC(=O)C2=CC=CS2)C#N,> [ug/mL],>44.9 [ug/mL] (The mean of the results at pH 7.4)
42720,3616797.0,CCOC1=CC=CC=C1CNC(=O)CNC(=O)C2=CC=CS2,> [ug/mL],>47.8 [ug/mL] (The mean of the results at pH 7.4)
42721,3617214.0,CC1CCCCC1NC(=O)C2=CC(=O)NC3=CC=CC=C32,= [ug/mL],3.6 [ug/mL] (The mean of the results at pH 7.4)
42722,3617218.0,C1OC2=C(O1)C=C(C=C2)CNC(=O)C3=CC(=O)NC4=CC=CC=C43,= [ug/mL],6 [ug/mL] (The mean of the results at pH 7.4)
42723,3617220.0,C1CCC(C1)NC(=O)C2=CC(=O)NC3=CC=CC=C32,= [ug/mL],33.6 [ug/mL] (The mean of the results at pH 7.4)
42724,3617239.0,CC1=C(C=C(C=C1)S(=O)(=O)N(C)C)NC(=O)CN(C2=CC=CC=C2OC)S(=O)(=O)C3=CC=CS3,= [ug/mL],14.4 [ug/mL] (The mean of the results at pH 7.4)
42725,3617259.0,CC1=NN(C(=O)C1C(=O)C(=O)NC2=CC=C(C=C2)F)C3=CC=CC=C3,= [ug/mL],43.2 [ug/mL] (The mean of the results at pH 7.4)
42726,3617289.0,CC1=NN(C(=O)N1C2=CC=C(C=C2)C(C)C)CC#N,= [ug/mL],31.2 [ug/mL] (The mean of the results at pH 7.4)
42727,3617297.0,CN(C)CCNC(=O)CCN1C(=O)C=CC(=N1)C2=CC=C(C=C2)Cl,= [ug/mL],29.1 [ug/mL] (The mean of the results at pH 7.4)
42728,3617500.0,CC1=C(C=C(C=C1)N2C(=O)C3CCCN3C2=S)C,> [ug/mL],>39.1 [ug/mL] (The mean of the results at pH 7.4)
42729,3617826.0,COCCNC(=O)C12CC3CC(C1)CC(C3)(C2)Cl,> [ug/mL],>40.8 [ug/mL] (The mean of the results at pH 7.4)
42730,3617885.0,CC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)NC4CCCCC4,= [ug/mL],0.7 [ug/mL] (The mean of the results at pH 7.4)
42731,3617975.0,CCN1CCCC1CN2C=NC3=C(C2=O)NC4=C3C=C(C=C4)OC,> [ug/mL],>49 [ug/mL] (The mean of the results at pH 7.4)
42732,3618240.0,COC1=C(C=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCCCC3)OC,= [ug/mL],14 [ug/mL] (The mean of the results at pH 7.4)
42733,3618391.0,CC(C)CNC1=NC(=C(C(=N1)NC2=CC=CC=C2OC)[N+](=O)[O-])N,= [ug/mL],0.3 [ug/mL] (The mean of the results at pH 7.4)
42734,3618479.0,CC(=O)NC1=CC(=CC=C1)NC(=O)NC2=CC=CC3=CC=CC=C32,= [ug/mL],0.8 [ug/mL] (The mean of the results at pH 7.4)
42735,3618549.0,COC1=CC=CC=C1NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)C3=CN=CC=C3)N4CCCCC4,= [ug/mL],1.3 [ug/mL] (The mean of the results at pH 7.4)
42736,3618575.0,CC1=C(C(=NC=C1Cl)NC(=O)COC(=O)C2=C(ON=C2C)C)Cl,> [ug/mL],>53.7 [ug/mL] (The mean of the results at pH 7.4)
42737,3618818.0,CC1CC(CN(C1)C(=O)CC2=C(NC3=C2C=C(C=C3)Cl)C(=O)O)C,> [ug/mL],>52.3 [ug/mL] (The mean of the results at pH 7.4)
42738,3619026.0,CC(=O)C1=CN(C(=O)NC1=O)C2=CC=C(C=C2)Cl,= [ug/mL],33.7 [ug/mL] (The mean of the results at pH 7.4)
42739,3619049.0,CC1=CC(=C(C=C1)NC(=O)COC(=O)C2=NNC(=O)CC2)Br,> [ug/mL],>55.2 [ug/mL] (The mean of the results at pH 7.4)
42740,3619198.0,CN1C2=CC=CC=C2C(=C(C1=O)[N+](=O)[O-])NCC3=CC4=C(C=C3)OCO4,= [ug/mL],0.9 [ug/mL] (The mean of the results at pH 7.4)
42741,3619365.0,CC1=CC(=C(C=C1)C(C)C)OCC(=O)NNC(=O)CC2=CC=C(S2)S(=O)(=O)N3CCOCC3,= [ug/mL],19.8 [ug/mL] (The mean of the results at pH 7.4)
42742,3620004.0,CN(C)CC1=NN=NN1C2=CC(=CC=C2)N3C(=NN=N3)CN(C)C,= [ug/mL],27.6 [ug/mL] (The mean of the results at pH 7.4)
42743,3620055.0,CC1=C(C=C(C=C1)C(=O)OCC(=O)N(CC2=CC=CC=C2)C(C)C)C,= [ug/mL],16.8 [ug/mL] (The mean of the results at pH 7.4)
42744,3620861.0,COC1=C(C=C2C(=C1)C(=O)N(C(=S)N2)C3CC3)OC,= [ug/mL],7.6 [ug/mL] (The mean of the results at pH 7.4)
42745,3621360.0,C1CCN(CC1)C(=O)CCN2C(=O)C3=CC=CC=C3NC2=S,= [ug/mL],9.1 [ug/mL] (The mean of the results at pH 7.4)
42746,3622216.0,C1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3)OCC(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)O,> [ug/mL],>72.4 [ug/mL] (The mean of the results at pH 7.4)
42747,3622222.0,CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)OC3=CC4=C(C=C3)C(=CC(=O)O4)C5=CC=CC=C5,> [ug/mL],>74.5 [ug/mL] (The mean of the results at pH 7.4)
42748,3622348.0,C1CCN(C1)C(=O)COC(=O)COC2=CC=CC=C2C#N,> [ug/mL],>43.2 [ug/mL] (The mean of the results at pH 7.4)
42749,3622553.0,CC(C)(CCl)C(=O)NC1=NC(=NC=C1)C2=CC=NC=C2,= [ug/mL],6 [ug/mL] (The mean of the results at pH 7.4)
42750,3622707.0,CC1=NC2=C(C(=N1)SCC3=CC(=CC=C3)F)OC4=CC=CC=C42,< [ug/mL],<0.3 [ug/mL] (The mean of the results at pH 7.4)
42751,3622726.0,CN(C)C1=NC(=C(C(=N1)NCC2CCCO2)[N+](=O)[O-])N,= [ug/mL],40.5 [ug/mL] (The mean of the results at pH 7.4)
42752,3623029.0,C1CS(=O)(=O)CCN1C(CCO)C2=CC(=CC=C2)C(F)(F)F,> [ug/mL],>50.6 [ug/mL] (The mean of the results at pH 7.4)
42753,3623129.0,C1CCCC(=NNC(=O)C2=CC3=CC=CC=C3C=C2O)CC1,= [ug/mL],3.4 [ug/mL] (The mean of the results at pH 7.4)
42754,3623353.0,C1CC2=CC=CC=C2N(C1)CC(=O)NC3=CC(=CC=C3)S(=O)(=O)N,> [ug/mL],>51.8 [ug/mL] (The mean of the results at pH 7.4)
42755,3623771.0,CC(CC1=CN(C2=CC=CC=C21)CC3=CC=CC=C3)NC(=O)C,> [ug/mL],>46 [ug/mL] (The mean of the results at pH 7.4)
42756,3623875.0,COC1=CC(=C(C=C1)CNC(=O)C2CCN(CC2)S(=O)(=O)C)OC,> [ug/mL],>53.5 [ug/mL] (The mean of the results at pH 7.4)
42757,3623876.0,COC1=CC(=C(C=C1)OC)CNC(=O)C2CCN(CC2)S(=O)(=O)C,> [ug/mL],>53.5 [ug/mL] (The mean of the results at pH 7.4)
42758,3623881.0,CCOC1=CC=CC=C1OS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,6.53e-05 M,
42759,3624109.0,CC1=CC=C(C=C1)OCC2=NN=C(O2)SCC(=O)NC3=NC=C(S3)C,= [ug/mL],4.2 [ug/mL] (The mean of the results at pH 7.4)
42760,3624177.0,CC(C)CCN(C1CCN(CC1)C(C)C)C(=S)NC2=CC(=CC=C2)F,= [ug/mL],48.2 [ug/mL] (The mean of the results at pH 7.4)
42761,3624221.0,CC(=CC(=O)OCC(=O)NC1CCCC2=CC=CC=C12)C,= [ug/mL],25 [ug/mL] (The mean of the results at pH 7.4)
42762,3624322.0,CC(C(C)(C)C)NC(=S)NC1=CC(=C(C=C1)OC(F)F)Cl,= [ug/mL],2.3 [ug/mL] (The mean of the results at pH 7.4)
42763,3624346.0,C1=CC(=CC(=C1)OC2=NC=NC(=C2[N+](=O)[O-])N)C(F)(F)F,= [ug/mL],7.6 [ug/mL] (The mean of the results at pH 7.4)
42764,3624351.0,COC1=CC(=CC=C1)OCC(=O)NCC2CCCO2,> [ug/mL],>39.8 [ug/mL] (The mean of the results at pH 7.4)
42765,3624442.0,CC1=C(C=C(C=C1)NC(=O)COC(=O)CC2CC3CCC2C3)S(=O)(=O)N4CCOCC4,= [ug/mL],10.2 [ug/mL] (The mean of the results at pH 7.4)
42766,3624687.0,CC1(CC2=C(C(NC(=O)N2)C3=CC=CC=C3)C(=O)C1)C,= [ug/mL],39.9 [ug/mL] (The mean of the results at pH 7.4)
42767,3624808.0,C1=COC(=C1)CNC2=NC(=NC(=C2[N+](=O)[O-])N)NC3=CC=C(C=C3)Cl,= [ug/mL],1 [ug/mL] (The mean of the results at pH 7.4)
42768,3624880.0,C1COC(=CO1)C2=NN=C(O2)NC(=O)C3=CC=C(S3)[N+](=O)[O-],= [ug/mL],45.5 [ug/mL] (The mean of the results at pH 7.4)
42769,3624923.0,CC1=C(C=C(C=C1)NC(=O)COC(=O)CCC2=CC=CC=C2)S(=O)(=O)N3CCOCC3,= [ug/mL],24.6 [ug/mL] (The mean of the results at pH 7.4)
42770,3624980.0,CC(=O)OCC(CC(CCCCCCCCCCCC=C)O)O,0.1945 mg/L @ 25 °C (est),
42771,3625260.0,COC1=CC=C(C=C1)NC(=S)NC2=CC=CC3=C2C=CN=C3,= [ug/mL],9.9 [ug/mL] (The mean of the results at pH 7.4)
42772,3625504.0,C1=COC(=C1)C2=CC(=NO2)C(=O)NC3=C(C=CC(=C3)Cl)Cl,= [ug/mL],0.7 [ug/mL] (The mean of the results at pH 7.4)
42773,3625612.0,CCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,2.282e-019 mg/L @ 25 °C (est),
42774,3625952.0,CSC1=CC=CC=C1C(=O)OCC(=O)NC2=CC=C(C=C2)N3CCOCC3,= [ug/mL],9.3 [ug/mL] (The mean of the results at pH 7.4)
42775,3626119.0,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2)F)S(=O)(=O)N3CCOCC3,> [ug/mL],>62.2 [ug/mL] (The mean of the results at pH 7.4)
42776,3626162.0,CCC1=CC=CC=C1NS(=O)(=O)C2=CC=CC3=NSN=C32,= [ug/mL],44.8 [ug/mL] (The mean of the results at pH 7.4)
42777,3626171.0,CCC1=CC=C(C=C1)CNC2=CC3=C(C=C2)N(C=N3)CC,= [ug/mL],37.3 [ug/mL] (The mean of the results at pH 7.4)
42778,3626347.0,CCCCNC(=O)C1=CC2=C(S1)N=C3C(=CC=CN3C2=O)C,= [ug/mL],1.3 [ug/mL] (The mean of the results at pH 7.4)
42779,3626955.0,COC1=CC(=CC(=C1OC)OC)C(=O)OCC(=O)NC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)OC,= [ug/mL],4.5 [ug/mL] (The mean of the results at pH 7.4)
42780,3627144.0,COC1=CC=C(C=C1)C2C(CSC3=C2SC(=O)N3)C(=O)N,= [ug/mL],40 [ug/mL] (The mean of the results at pH 7.4)
42781,3627152.0,COC1=CC=CC(=C1)NC(=O)COC(=O)C2=NN(C(=O)CC2)C3=CC=CC=C3,> [ug/mL],>57.2 [ug/mL] (The mean of the results at pH 7.4)
42782,3628478.0,COC1=CC=C(C=C1)C2C3=C(N=CNC3=O)OC4=C2C(=O)NC=N4,> [ug/mL],>48.6 [ug/mL] (The mean of the results at pH 7.4)
42783,3628619.0,CN1C(=CC=N1)C(=O)OCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N,> [ug/mL],>50.8 [ug/mL] (The mean of the results at pH 7.4)
42784,3628746.0,CN1C=NC(=C1[N+](=O)[O-])NCC2=CC=CC=C2,= [ug/mL],1.2 [ug/mL] (The mean of the results at pH 7.4)
42785,3628799.0,COC(=O)C(CC1=CC=C(C=C1)O)N2CC3=CC=CC=C3C2=O,> [ug/mL],>46.7 [ug/mL] (The mean of the results at pH 7.4)
42786,3628825.0,CC1=CC(=C(C=C1NC(=O)CN2C(=O)CN(C2=O)C)OC)[N+](=O)[O-],> [ug/mL],>50.4 [ug/mL] (The mean of the results at pH 7.4)
42787,3629261.0,C1CC(OC1)CN2C(=O)C3=C(C2=O)C=C(C=C3)OC4=CC=CC(=C4)N,= [ug/mL],41.4 [ug/mL] (The mean of the results at pH 7.4)
42788,3629557.0,CN(C)S(=O)(=O)C1=CC(=C(C=C1)Cl)NC(=O)COC(=O)CCC2CCCCC2,= [ug/mL],7.3 [ug/mL] (The mean of the results at pH 7.4)
42789,3629621.0,CN(C1CCS(=O)(=O)C1)C(=O)CSC2=NN=C(S2)NC3=CC=CC=C3F,= [ug/mL],61.3 [ug/mL] (The mean of the results at pH 7.4)
42790,3629808.0,CC1=CC=C(C=C1)NC(=S)NC2=CC3=C(C=C2)NC(=O)N3,= [ug/mL],44 [ug/mL] (The mean of the results at pH 7.4)
42791,3630226.0,C1=CC=C(C=C1)CCCNC(=O)COC(=O)C2=CC=CS2,= [ug/mL],20.1 [ug/mL] (The mean of the results at pH 7.4)
42792,3630500.0,CC(=O)NC1=CC=C(C=C1)N2C(SCC2=O)C3=CC=CC=C3,> [ug/mL],>46.9 [ug/mL] (The mean of the results at pH 7.4)
42793,3630555.0,C1CS(=O)(=O)CC1NC(=O)CSC2=NN=C(S2)NC3=CC=CC=C3F,> [ug/mL],>60.4 [ug/mL] (The mean of the results at pH 7.4)
42794,3631012.0,CCOC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])N2C(=CC=C2C)C,= [ug/mL],32.9 [ug/mL] (The mean of the results at pH 7.4)
42795,3631022.0,CC1=NN2C(=CC=NC2=C1Cl)C3=CC=C(C=C3)F,= [ug/mL],2.6 [ug/mL] (The mean of the results at pH 7.4)
42796,3631339.0,CC1(C2CCC3(C(=CC=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C2(CCC1O)C)C)C,0.002129 mg/L @ 25 °C (est),
42797,3631501.0,C1CCC(=O)C(C1)SC2=NN=C(S2)NC3=CC=CC=C3,= [ug/mL],6.3 [ug/mL] (The mean of the results at pH 7.4)
42798,3632099.0,CC1=C(SC2=C1C(=O)N(C(=N2)SCC(=O)NC3=CC(=CC=C3)S(=O)(=O)N)CC=C)C,= [ug/mL],3 [ug/mL] (The mean of the results at pH 7.4)
42799,3632147.0,CC1(C2CCC(C2)C1(C)N=C3OC(CS3)CCl)C,= [ug/mL],5.9 [ug/mL] (The mean of the results at pH 7.4)
42800,3632445.0,CN1C=C(C2=CC=CC=C21)CC(=O)NCC3=CC=C(C=C3)F,> [ug/mL],>44.5 [ug/mL] (The mean of the results at pH 7.4)
42801,3632532.0,COC1=CC(=C(C=C1)OC)NC2=NC(=NC(=C2[N+](=O)[O-])N)NCC3=CC=CO3,< [ug/mL],<0.1 [ug/mL] (The mean of the results at pH 7.4)
42802,3632566.0,COC1=CC=CC=C1NC(=O)COC(=O)C2CC3CCCC(C2)C3=O,> [ug/mL],>51.8 [ug/mL] (The mean of the results at pH 7.4)
42803,3632583.0,CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCCC3)N=C1CCC(=O)O,> [ug/mL],>50.6 [ug/mL] (The mean of the results at pH 7.4)
42804,3632920.0,COP(=O)(C(C1=CC=CC=C1)NC2=CC=C(C=C2)[N+](=O)[O-])OC,> [ug/mL],>50.4 [ug/mL] (The mean of the results at pH 7.4)
42805,3633154.0,C1=CC=C(C=C1)N2C(=O)C(SC2=N)CC(=O)NC3=CC=C(C=C3)[N+](=O)[O-],= [ug/mL],1 [ug/mL] (The mean of the results at pH 7.4)
42806,3633635.0,COC1=CC=C(C=C1)NC2=NC(=C(C(=N2)N3CCCC3)[N+](=O)[O-])N,= [ug/mL],26.5 [ug/mL] (The mean of the results at pH 7.4)
