,SMILES,Unit,sol_final
8876,CN1C(=C(C(=O)N(C1=O)C)C(=O)CSC2=NN=C(N2N)C3CC3)N,ug/mL,0.045
8877,CS(=O)(=O)C1=C(C=C(C=C1)C(=O)OCC(=O)NC2=C(N=CC=C2)Cl)[N+](=O)[O-],ug/mL,0.0621
8878,COC1=C(C=C(C=C1)C(=O)OCC(=O)NCC2=CC3=C(C=C2)OCO3)S(=O)(=O)N4CCOCC4,ug/mL,0.0122
8879,C1CN(CC(=O)N1)C2=C(C=C(C=C2)C(=O)N)[N+](=O)[O-],ug/mL,0.0396
8880,CCN(CC)C(=O)C1=C(C(=C(S1)NC(=O)COC(=O)C2=C(N=CC=C2)OCC)C(=O)OCC)C,ug/mL,0.0046
8881,CCN(CC(=O)NCC1=CC=CS1)C(=O)CC2=CC(=C(C=C2)Cl)Cl,ug/mL,0.0578
8882,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)NCC3(CCCCC3)N4CCOCC4,ug/mL,0.0138
8883,C1CC2=C(C1)C=C(C=C2)NC(=O)CSC3=NN=C(N3N)C4CC4,ug/mL,0.048
8884,CC1CC(CC2(C1)C(=O)N(C(=O)N2)CC(=O)N3CCN(CC3)S(=O)(=O)C4=CC=CC(=C4)F)(C)C,ug/mL,0.0049
8885,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)OCC(=O)N2CC(=O)NC3=CC=CC=C32,ug/mL,0.0626
8886,C1CC1C2=NN=C(S2)NC(=O)CN3C(=O)C4=C(C3=O)C=C(C=C4)[N+](=O)[O-],ug/mL,0.0504
8887,CC1=CC(=CC(=C1OCC(=O)NC2CCCCCC2)C)Cl,ug/mL,0.0019
8888,CCCCN1C(=O)C2=C(C1=O)C=C(C=C2)C(=O)N(C)CC(=O)NC3=CC(=C(C=C3)OCC)OCC,ug/mL,0.0175
8889,C1CC(C2=CC=CC=C2C1)NC(=O)COC(=O)C3=CC(=CC=C3)S(=O)(=O)N,ug/mL,0.0216
8890,CCOC(=O)C1=C(NC(=C1C)C(=O)COC(=O)CCNS(=O)(=O)C2=CC=C(C=C2)NC(=O)C)C,ug/mL,0.0192
8891,COCC1=C(OC2=CC=CC=C21)C(=O)OCC3=NN=C(O3)C4=CC=C(C=C4)[N+](=O)[O-],ug/mL,0.0052
8892,CCCCN1C(=C(C(=O)NC1=O)N(CCC(C)C)C(=O)COC(=O)C2=CC=C(S2)[N+](=O)[O-])N,ug/mL,0.0251
8893,C1CS(=O)(=O)CC1NC(=O)COC2=CC=C(C=C2)C3=NN=CO3,ug/mL,0.0369
8894,COC1=C(C=C(C=C1)NC(=O)COC(=O)C23CC4CC(C2)CC(C4)(C3)O)Cl,ug/mL,0.0591
8895,COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)COC(=O)C3=CC=C(S3)[N+](=O)[O-],ug/mL,0.014
8896,C1CCN(CC1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)OCC(=O)N3CC(=O)NC4=CC=CC=C43)Cl,ug/mL,0.0047
8897,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)OCC(=O)NC2=NC=C(S2)Br,ug/mL,0.0035
8898,C1CC(OC1)C(=O)N2CCN(CC2)C(=O)C3=CC(=C(C(=C3F)F)F)F,ug/mL,0.054
8899,CCCN1C(=C(C(=O)N(C1=O)CC(=O)NC2=CC(=CC=C2)S(=O)(=O)N(C)C)N3CCCCC3)N,ug/mL,0.0683
8900,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=C(NN(C3=O)C4=C(C=C(C=C4Cl)Cl)Cl)N,ug/mL,0.0426
8901,C1COCCN1C(=O)C2CC3=CC=CC=C3CN2S(=O)(=O)C4=CC=CC=C4[N+](=O)[O-],ug/mL,0.0637
8902,COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=CC=C2OC)N=NC3=C(NC(=S)NC3=O)O,ug/mL,0.0028
8903,COC1=CC=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)N=NC3=C(NC(=O)NC3=O)O)Cl,ug/mL,0.0062
8904,CCS(=O)(=O)C1=CC(=C(C=C1)O)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCCCC3,ug/mL,0.0116
8905,CC1=C(C=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)Cl)N=NC3=C(NC(=O)NC3=O)O)Cl,ug/mL,0.0037
8906,COC1=C(C=C(C=C1)C(=O)O)S(=O)(=O)NC2=CC3=C(C=C2)C=NN3,ug/mL,0.0457
8907,CC1=C(C(=CC=C1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)NC(=O)CC4C(=O)N=C(S4)N5CCCC5)C,ug/mL,0.0303
8908,CN(CC1=CC=CC=C1F)C(=O)C2=CC=C(C=C2)OC3=CC=CC=C3,ug/mL,0.0042
8909,CC(C1=CC=CC=C1)NC(=O)COC(=O)C23CC4CC(C2)CC(C4)(C3)O,ug/mL,0.0536
8910,COC1=CC(=C(C=C1)NC(=O)CNC2=C(C=CC(=C2)S(=O)(=O)N3CCOCC3)N4CCOCC4)OC,ug/mL,0.0042
8911,CC(C(=O)NCC1=CC=C(C=C1)S(=O)(=O)N)NC(=O)COC2=CC=CC=C2,ug/mL,0.0587
8912,CC(=O)NC12CC3CC(C1)CC(C3)(C2)C(=O)OCC(=O)NC4=CC(=C(C=C4)OC)S(=O)(=O)N5CCOCC5,ug/mL,0.0824
8913,C1=CC=C2C(=C1)C(=O)NN(C2=O)C3=CC(=C(C=C3)Cl)C(=O)O,ug/mL,0.0338
8914,C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)Cl)NC(=O)COC(=O)CC3=CNC4=CC=CC=C43,ug/mL,0.0127
8915,CC1=C(C(=CC=C1)N2CC(CC2=O)C(=O)OCC(=O)NC3=C(C=CS3)C(=O)N)C,ug/mL,0.0065
8916,CC1=CC(=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)C)NC(=S)NCCN3CCOCC3)C,ug/mL,0.0694
8917,C1=CC=C2C(=C1)C(=O)N(C(=N2)SCC(=O)NC3=CC(=CC=C3)S(=O)(=O)N)CC4=CC=CO4,ug/mL,0.0064
8918,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)NNC(=O)CCNS(=O)(=O)C2=CC=CC(=C2)C,ug/mL,0.0724
8919,C1CCC(CC1)NC(=S)NNC(=O)C2=CC=C(C=C2)NC(=O)CC#N,ug/mL,0.0472
8920,CCCN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)CSC3=NN=C(S3)N,ug/mL,0.0628
8921,COC1=CC(=CC(=C1OC)OC)C(=O)OCC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NCCCCC3,ug/mL,0.0735
8922,CN(CC(=O)NC1=CC=CC=C1Cl)C(=O)COC(=O)C2=CC=C(S2)[N+](=O)[O-],ug/mL,0.0618
8923,CC(C(=O)N(C)CC1=CC=CC=C1)N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)C(=O)C,ug/mL,0.044
8924,CC1(CC2CC(C1)(CN2C(=O)COC(=O)C3=C(C=C(C=C3)O)O)C)C,ug/mL,0.0234
8925,COC1=C(C=C(C=C1)C2=NN=C(N2N)SCC(=O)N3CCCC3=O)OC,ug/mL,0.0441
8926,C1CN(CCN1C(=O)CN2C(=O)C3CC=CCC3C2=O)S(=O)(=O)C4=CC=CC=C4,ug/mL,0.0626
8927,C1CN(CC(=O)N1)C(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N,ug/mL,0.0477
8928,COC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CC(=O)NC3CCS(=O)(=O)C3)C4=CC=C(C=C4)OC,ug/mL,0.0731
8929,CC(=O)NC1=CC=C(C=C1)NC(=O)COC(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CO3,ug/mL,0.0089
8930,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)NNC(=O)C2=CC=CS2,ug/mL,0.0609
8931,C1=CC=C(C=C1)CC(C(=O)NNC(=O)COC2=CC=CC=C2Cl)NC(=O)N,ug/mL,0.0586
8932,CCN(C1CCS(=O)(=O)C1)C(=O)COC2=CC=CC(=C2)N3C=NN=N3,ug/mL,0.0435
8933,CC1=CC(=C(O1)C)C(=O)NNC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N,ug/mL,0.0483
8934,CCN(CC(=O)NCC1=CC=CS1)C(=O)C2=CC(=CC=C2)S(=O)(=O)N3CC(OC(C3)C)C,ug/mL,0.0719
8935,CC1=CC(=CC=C1)N(CC2=CC=CC=C2)C(=O)C3=CC=CC=C3F,ug/mL,0.0115
8936,COC1=C(C=C(C=C1)C(=O)OCC(=O)NCCC2=CC=C(C=C2)F)S(=O)(=O)N3CCOCC3,ug/mL,0.0721
8937,C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)F)C(=O)OCC(=O)NCCC3=CC=C(C=C3)F,ug/mL,0.0703
8938,CC1=C(C=C(C=C1)C(=O)OCC(=O)NCCC2=CC=C(C=C2)F)S(=O)(=O)N3CCOCC3,ug/mL,0.0572
8939,CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)C(=O)OCC(=O)NCCC3=CC=C(C=C3)F,ug/mL,0.0602
8940,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)OCC(=O)NCCC3=CC=C(C=C3)F)F,ug/mL,0.0175
8941,CC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)C(=O)OCC(=O)N3C4=CC=CC=C4NC(=O)C3(C)C,ug/mL,0.0032
8942,CC1=C(C=C(C=C1)C(=O)OCC(=O)N2C3=CC=CC=C3NC(=O)C2(C)C)S(=O)(=O)N4CCCCC4,ug/mL,0.0036
8943,C1=COC(=C1)CNS(=O)(=O)C2=C(C=CC(=C2)C(=O)NCCC3=CC=C(C=C3)S(=O)(=O)N)Cl,ug/mL,0.0747
8944,CC(=O)N1CCN(CC1)CC(=O)NC2=CC(=C(C=C2)OC)S(=O)(=O)N3CCOCC3,ug/mL,0.0661
8945,COC1=C(C=C(C=C1)NC(=O)C2=NN(C(=O)CC2)C3CCS(=O)(=O)C3)S(=O)(=O)N,ug/mL,0.0667
8946,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)S(=O)(=O)NCC4=CC=CO4,ug/mL,0.0049
8947,C1COCCN1C2=C(C=C(C=C2)NC(=O)C3=NNC(=O)C=C3)S(=O)(=O)NC4=CC=C(C=C4)Cl,ug/mL,0.0084
8948,CSCCC(C(=O)NNC(=O)C1=NNC(=O)C2=CC=CC=C21)NC(=O)C3=CC=CO3,ug/mL,0.0644
8949,C1=CC=C2C(=C1)C(=NNC2=O)C(=O)NNC(=O)CNC(=O)C3=CC=CO3,ug/mL,0.0469
8950,C1OC2=C(O1)C=C(C=C2)C(=O)NNC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,ug/mL,0.0537
8951,CC(C(=O)NC1=CC=C(C=C1)C#N)N(C)CC(=O)N(C)C2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)N,ug/mL,0.0734
8952,C1=CC=C(C=C1)C(=O)NCCC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CC=N3,ug/mL,0.0638
8953,CCOC(=O)C1=C(NC(=C1C(=O)COC(=O)CC2=NNC(=O)C3=CC=CC=C32)C)C,ug/mL,0.0504
8954,COC1=CC(=CC(=C1OC)OC)CCC(=O)OCC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,ug/mL,0.0721
8955,COC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)C(=O)N(C3=O)CC4=CC=NC=C4)S(=O)(=O)N,ug/mL,0.0034
8956,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)NCCOC2=CC=CC=C2,ug/mL,0.0608
8957,COC1=C(C=C(C=C1)C(=O)NNC(=O)C2=CC=CS2)S(=O)(=O)N3CCOCC3,ug/mL,0.0601
8958,CC1(CCS(=O)(=O)C1)NCC(=O)NC2=C(C=CC(=C2)S(=O)(=O)N(C)C)Cl,ug/mL,0.0636
8959,CN1C=CC=C1C2CCCN2CC(=O)NC3=CC=C(C=C3)C(=O)N,ug/mL,0.049
8960,CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CN3C(=O)C(NC3=O)(C)C4=C(C=C(C=C4)Cl)Cl,ug/mL,0.0461
8961,CC1=C(C=C(C=C1)S(=O)(=O)NCCC(=O)OCC(=O)C2=C(C(=C(N2)C)C(=O)C)C)C,ug/mL,0.011
8962,CC1=C(NC(=C1C(=O)OC)C)C(=O)OCC(=O)C2=C(N(C(=O)N(C2=O)C)CC(C)C)N,ug/mL,0.014
8963,C1CC(=NC1)NS(=O)(=O)C2=CC=CC(=C2)NC(=S)NC3=CC=C(C=C3)OC(F)F,ug/mL,0.0661
8964,C1CCN(C1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)CN3N=C(N=N3)C4=CC=CC=C4Cl,ug/mL,0.0033
8965,C1=CC=C(C(=C1)C#N)OCC(=O)NNC(=O)CNC(=O)C2=CC=C(O2)Br,ug/mL,0.0612
8966,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NCC2=CC(=C(C=C2)OC)OC)C3=CC=C(C=C3)C(=O)C,ug/mL,0.0041
8967,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=NOC(=C2)C)C3=CC=C(C=C3)C(=O)C,ug/mL,0.0062
8968,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2CCS(=O)(=O)C2)C3=CC=C(C=C3)C(=O)C,ug/mL,0.0104
8969,CN1C=CC=C1C2CCCN2CC(=O)NC3=C(C=C(C=C3Cl)Cl)Cl,ug/mL,0.0325
8970,CC1=C(C(=NO1)C)C(=O)OCC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,ug/mL,0.0572
8971,CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)Cl,ug/mL,0.018
8972,CC(C)CN1C(=C(C(=O)NC1=O)N(CC(C)C)C(=O)CN(C)CC(=O)NC2=CC=CC=C2C#N)N,ug/mL,0.0725
8973,CC(C(=O)NCC1CCCCC1)OC(=O)C2=C(C=CC(=C2)S(=O)(=O)N3CCOCC3)F,ug/mL,0.0685
8974,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)N(CC)CC(=O)NC2CCS(=O)(=O)C2)[N+](=O)[O-],ug/mL,0.0715
8975,C1CCN2C(C1)CSC2=NC3=CC=C(C=C3)OC(F)F,ug/mL,0.0153
8976,CC(COC)N=C1N(CCS1)CC2=CC=CC=C2,ug/mL,0.0353
8977,CN(CC(=O)NCCC1=CC=C(C=C1)S(=O)(=O)N)CC(=O)NC2=CC=C(C=C2)Cl,ug/mL,0.0658
8978,CCOC1=C(C=CC=N1)C(=O)N=C2N(C=CS2)C,ug/mL,0.0395
8979,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)OC)NC(=O)CSCC2=C(ON=C2C)C,ug/mL,0.0662
8980,C1CN(CCN1CC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N)S(=O)(=O)C3=CC=CC=C3F,ug/mL,0.0727
8981,CC1CN(CC(O1)C)S(=O)(=O)C2=CC=CC(=C2)C(=O)NCCC3=CC=C(C=C3)S(=O)(=O)N,ug/mL,0.0722
8982,CC1=C(C=C(C=C1)NC(=O)COC2=C(C=C(C=C2)Br)CO)S(=O)(=O)N3CCOCC3,ug/mL,0.0211
8983,C1=CC=C(C=C1)C(=O)NCCC(=O)NNC(=O)COC2=CC=CC=C2C#N,ug/mL,0.045
8984,CC1=C(C(=NO1)C)COC2=CC=C(C=C2)C(=O)N3CCN(CC3)S(=O)(=O)C4=CC=CC(=C4)F,ug/mL,0.0251
8985,CC(C)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)CN3C(=O)C4=CC=CC=C4C3=O,ug/mL,0.0031
8986,CCN1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)NCC3=NC4=CC=CC=C4N3,ug/mL,0.0188
8987,COC1=CC=C(C=C1)N2C(=CNC2=S)C3=CC=C(C=C3)Cl,ug/mL,0.0015
8988,CC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC=C(C=C2)N3C=NN=N3)C,ug/mL,0.0386
8989,C1CSC2=CC=CC=C2C1NC(=O)C3=CC=C(C=C3)C(F)(F)F,ug/mL,0.0007
8990,COC1=C(C=C(C=C1)CC(=O)NNC(=O)COC2=CC=C(C=C2)F)S(=O)(=O)N3CCOCC3,ug/mL,0.0549
8991,CC(=O)NC1=CC=C(C=C1)SCC(=O)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N(C)C,ug/mL,0.0653
8992,CN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)CCNC(=O)C3=CC=C(C=C3)[N+](=O)[O-],ug/mL,0.013
8993,CC1=C(C(=CC=C1)C)OCC(=O)NNC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCN(CC3)C(=O)C,ug/mL,0.0572
8994,CC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC(=C(C=C2)OC)S(=O)(=O)N)C3=CC4=C(C=C3)OCCO4,ug/mL,0.0736
8995,C1=CC(=CC=C1OCC(=O)NNC(=O)CN2C=CC(=N2)C(F)(F)F)F,ug/mL,0.0125
8996,CCC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC=C(C=C2)N3C=NN=N3)CC,ug/mL,0.0414
8997,CCS(=O)C1=CC=CC=C1C(=O)OCC(=O)NC2=CC3=CC=CC=C3C=C2,ug/mL,0.0458
8998,C1=CC(=CC(=C1)C(F)(F)F)C(=O)NNC(=O)C2=CC=C(C=C2)N3C=NN=N3,ug/mL,0.0052
8999,C1=CC(=C(C(=C1)Cl)CC(=O)NNC(=O)C2=CC=C(S2)Br)F,ug/mL,0.0087
9000,C1CCCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC3=CC(=C(C=C3)Cl)[N+](=O)[O-],ug/mL,0.0058
9001,C1=CSC(=C1)C(=O)CCC(=O)NNC(=O)C2=C(C=CC(=C2)Cl)Cl,ug/mL,0.0096
9002,C1CCC(CC1)C2=NN=C(N2N)SCC(=O)NCCC3=CC=C(C=C3)S(=O)(=O)N,ug/mL,0.0658
9003,CC(=O)NC1=CC=CC(=C1)NCC(=O)NC2=C(C=CC(=C2)S(=O)(=O)N3CCCCC3)Cl,ug/mL,0.0358
9004,CN1C=CC=C1C(=O)OCC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,ug/mL,0.0548
9005,C1CN(CCN1CCC(=O)NNC(=O)C2=CC3=CC=CC=C3O2)CC4=CC=CC=C4,ug/mL,0.0596
9006,CC1=CN=C(C=C1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=C(C=CC(=C3)[N+](=O)[O-])Cl,ug/mL,0.016
9007,CC1=C(C=C(C=C1)NC(=O)CN2CCOCC2)S(=O)(=O)N3CCCCC3,ug/mL,0.0572
9008,CC(C)N1C(=CC=N1)NC(=O)COC(=O)C2=CC=C(C=C2)NC(=O)N,ug/mL,0.0446
9009,C1CC1C2=NN=C(S2)NC(=O)CSC3=CC=CC(=C3)C(F)(F)F,ug/mL,0.0023
9010,COC1=CC(=C(C=C1)NC(=O)COC(=O)C2CCN(CC2)C(=O)C3=CC=C(C=C3)Cl)[N+](=O)[O-],ug/mL,0.0224
9011,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)NNC(=O)CCS(=O)(=O)C2=CC=CC=C2,ug/mL,0.0658
9012,CCOC(=O)C1=C(NC2=CC=CC=C2N=C1NC(=O)C3CCN(CC3)C(=O)C4=CC=CC=C4C)C,ug/mL,0.0353
9013,CC1=CC(=CC(=C1C)S(=O)(=O)NC2=C(N(N=C2C)C)C)C(=O)O,ug/mL,0.0501
9014,C1=CSC(=C1)C(=O)NNC(=O)CC(C2=CC=C(C=C2)Cl)NC(=O)N,ug/mL,0.0537
9015,CC1=CC=C(C=C1)S(=O)(=O)CCC(=O)NNC(=O)CN(C)S(=O)(=O)C2=CC=C(C=C2)C,ug/mL,0.0624
9016,CS(=O)(=O)C1=CC=C(C=C1)C(=O)NNC(=O)C2=CC(=NN2)C3=CC=CC=C3,ug/mL,0.0344
9017,CS(=O)(=O)CC1=CC=C(C=C1)C(=O)NNC(=O)C2=CC(=NN2)C3=CC=CC=C3,ug/mL,0.0404
9018,CCCCN1C(=C(C(=O)NC1=O)N(CC)C(=O)COC2=CC=C(C=C2)C#N)N,ug/mL,0.0156
9019,CC1=CSC(=O)N1CC(=O)NC2=CC(=C(C=C2)Cl)Cl,ug/mL,0.0097
9020,CC1=C(SC(=C1C(=O)OCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N)NC(=O)C)C,ug/mL,0.0084
9021,CNC1=C(C=C(C=C1)C(=O)OCC(=O)NC(=O)NC2CCCCC2)[N+](=O)[O-],ug/mL,0.0017
9022,CNC1=C(C=C(C=C1)C(=O)OCC(=O)NC(=O)NC2CCCC2)[N+](=O)[O-],ug/mL,0.0017
9023,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NCC(=O)OCC(=O)C2=CC=CN2,ug/mL,0.0569
9024,C1CCC(CC1)N2C(=NN=C2SCC(=O)NC3=C(C=CC(=C3)C(=O)O)Cl)C4=CC=CC=C4F,ug/mL,0.0643
9025,CC(=O)NC1=CC=CC(=C1)C(=O)NNC(=O)C2=CC=C(C=C2)N3C=NN=N3,ug/mL,0.012
9026,COC(=O)C1=CC(=CC(=C1)NC(=O)COC(=O)C2COC3=CC=CC=C3O2)C(=O)OC,ug/mL,0.0547
9027,CC1=C(NC(=C1C(=O)C)C)C(=O)OCC2=NN=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],ug/mL,0.0054
9028,CC1=C(C(=CC=C1)C)OCC(=O)NNC(=O)CNS(=O)(=O)C2=CC=C(C=C2)NC(=O)C,ug/mL,0.0545
9029,CCN(CC)C1=CC(=C(C=C1)C=NC2=CC(=CC=C2)S(=O)(=O)N3CCOCC3)O,ug/mL,0.0083
9030,COC1=C(C=C(C=C1)S(=O)(=O)N)C(=O)OCC(=O)NC2=C(C=CS2)C#N,ug/mL,0.0151
9031,C1CC(=NC1)NS(=O)(=O)C2=CC=CC(=C2)NC(=O)COC(=O)C3=CC(=CC=C3)Cl,ug/mL,0.0633
9032,CC1=CC=CC=C1C(=O)OCC(=O)NC2=CC(=CC=C2)S(=O)(=O)NC3=NCCC3,ug/mL,0.0623
9033,C1CC(=NC1)NS(=O)(=O)C2=CC=CC(=C2)NC(=O)COC(=O)C3=CC=C(C=C3)C#N,ug/mL,0.064
9034,CCN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)CN3CCC(CC3)C(=O)OC,ug/mL,0.0665
9035,C1CC(=NC1)NS(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=CC=C(C=C3)C#N,ug/mL,0.0237
9036,C1CN(CCN1C(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCCO4)S(=O)(=O)C5=CC=CC=C5C#N,ug/mL,0.0686
9037,C1CCN(CC1)C2=CC=C(C=C2)NC(=S)NCCC3=CC=CC=C3,ug/mL,0.0006
9038,COC1=C(C=C(C=C1)NC(=O)CSC2=NN=C(N2N)C3=CC=CS3)S(=O)(=O)N,ug/mL,0.0121
9039,CC1=CC(=NO1)NC(=O)CSC2=NN=C(N2N)C3=CC=CO3,ug/mL,0.043
9040,CC1=C(C(=CC=C1)C)NC(=O)CNC(=O)C2=CC(=C(C=C2)OCC(=O)N3CCOCC3)OC,ug/mL,0.0683
9041,CC(=O)NC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCCCC3,ug/mL,0.0701
9042,CCN(CC(=O)NCC1=CC=CS1)CC(=O)NC2=CC=C(C=C2)C(=O)N,ug/mL,0.0562
9043,CC1(C(=O)NC2=CC=CC=C2N1C(=O)COC(=O)C3=C(C=CC(=C3)S(=O)(=O)N)OC)C,ug/mL,0.0671
9044,CCOC(=O)C1CCCN(C1)CC(=O)N(C)C2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)N,ug/mL,0.0665
9045,CCN1C(=O)C2=CC=CC=C2C(=N1)C(=O)NNC(=O)C(CC3=CC=CC=C3)NC(=O)N,ug/mL,0.0634
9046,C1CS(=O)(=O)CC1NC(=O)CSC2=NN=C(N2N)C3=CC=CO3,ug/mL,0.0536
9047,COC1=C(C=C(C=C1)CCC(=O)OCC(=O)NCC2=CC(=C(C=C2)OC)OC)OC,ug/mL,0.0626
9048,CCOC1=CC=C(C=C1)OCCCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3C#N,ug/mL,0.0272
9049,CCN(CC(=O)NC1=CC2=C(C=C1)OCCO2)CC(=O)NC3=CC(=C(C=C3)C)S(=O)(=O)N(C)C,ug/mL,0.0353
9050,C1=CC(=CC(=C1)S(=O)(=O)NC2=CC3=C(C=C2)C=NN3)[N+](=O)[O-],ug/mL,0.035
9051,C1=CC2=C(C=C1NS(=O)(=O)C3=CC(=C(C=C3)Cl)C(=O)O)NN=C2,ug/mL,0.0497
9052,C1CN(CCN1S(=O)(=O)C2=CC3=CC=CC=C3C=C2)S(=O)(=O)C4=CC(=C(C=C4)Br)C(=O)O,ug/mL,0.077
9053,C1=CC(=CC(=C1)S(=O)(=O)NC2=CC=C(C=C2)CC3=CC=NC=C3)C(=O)O,ug/mL,0.0553
9054,C1=CNC(=C1)C(=O)COC(=O)C2=CC=C(S2)[N+](=O)[O-],ug/mL,0.0225
9055,CC1CN(CC(O1)C)S(=O)(=O)C2=C(C=CC(=C2)C(=O)N3CCN(CC3)C(=O)C)Cl,ug/mL,0.0666
9056,CCN1CCCC1CNC2=C(C=C(C=C2)S(=O)(=O)C)[N+](=O)[O-],ug/mL,0.0491
9057,COC1=CC=CC(=C1O)C=NC2=CC3=C(CCC3)C=C2,ug/mL,0.0268
9058,C1=CC=C(C(=C1)C=NNC(=O)C2=CC=C(C=C2)N3C=NN=N3)Cl,ug/mL,0.0022
9059,CCC1=C2C(=CC=C1)C(=CN2)C(=O)C(C3=CC=CC=C3)NC(C)CC,ug/mL,0.0428
9060,CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCCC2)N(C)CC(=O)NC3=CC(=CC=C3)F,ug/mL,0.0287
9061,CC(C)CCN1C(=NN(C1=S)CCC#N)COC2=CC=CC=C2,ug/mL,0.0003
9062,C1COCCN1C2=CC=C(C=C2)NC(=O)CSC3=CC=CC(=C3)C(F)(F)F,ug/mL,0.0077
9063,COC(=O)C1=CC=CC=C1S(=O)(=O)N2CCC(CC2)C(=O)NC3=CC=C(C=C3)N4CCOCC4,ug/mL,0.0731
9064,CCOC1=CC=C(C=C1)C=NNC(=O)C2=CC=C(C=C2)N3C=NN=N3,ug/mL,0.0017
9065,CC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)NC(C)C2CC3CCC2C3,ug/mL,0.0478
9066,COC1=C(C=C(C=C1)CC(=O)NC2=C(C=CC(=C2)S(=O)(=O)N3CCOCC3)N4CCCC4)OC,ug/mL,0.0734
9067,CCOC1=CC=C(C=C1)N(C)S(=O)(=O)C2=CC(=C(C=C2)C)C(=O)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5,ug/mL,0.0152
9068,C1C(=O)NC2=CC=CC=C2N1C(=O)COC(=O)CCC3=CC=CC=C3O,ug/mL,0.0532
