,SMILES,CID,Solubility1,Unit,Molecular_Weight,pubchem_sol_gl,Lit_gram_liter,Error_gl_in_%
42,C1=CC=C(C=C1)CN=C=S,2346.0,0.109 mg/mL at 25 °C,mg/mL,149.218,0.109,0.10903668091904928,0.03364089840235594
156,C1=COC(=C1)C(=O)O,6919.0,37.1 mg/mL at 15 °C,mg/mL,112.08399999999996,37.1,37.11450062025473,0.03906995921377371
211,CC1=NC=CN=C1,7976.0,1000 mg/mL at 20 °C,mg/mL,94.117,1000.0,999.6019990856453,0.039815938215288074
209,CC(COC)OC(=O)C,7946.0,"In water, 1.98X10+5 mg/L at 25 °C",mg/L,132.159,198.0,198.0976501060978,0.049293924509201684
155,CCC(CC)C(=O)O,6915.0,18 mg/mL at 20 °C,mg/mL,116.15999999999998,18.0,17.99105384528738,0.049725573552016566
161,COC1=C(C(=CC=C1)OC)O,7041.0,17.2 mg/mL at 13 °C,mg/mL,154.16499999999996,17.2,17.208779692020798,0.05101867870892332
146,CC(CBr)Br,6553.0,"In water, 1.43X10+3 mg/L at 25 °C",mg/L,201.889,1.43,1.4292646646352924,0.05144850935604195
139,C(F)(F)F,6373.0,"In water, 4.09X10+3 mg/L at 25 °C",mg/L,70.013,4.09,4.092232519348124,0.05455504636084274
13,CCCCCCCC=O,454.0,"In water, 5.6X10+2 mg/L at 25 °C",mg/L,128.215,0.56,0.559678774306729,0.05739465350798558
300,COC1=C(C2=C(COC2=O)C=C1)OC,68437.0,2.5 mg/mL at 25 °C,mg/mL,194.186,2.5,2.50160027445083,0.06397003019122191
241,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,8763.0,3.07 mg/mL at 37 °C,mg/mL,260.28599999999994,3.07,3.0679678862017545,0.06623647553107634
2,C(CNC(=O)N)C(=O)O,111.0,20.9 mg/mL,mg/mL,132.119,20.9,20.88594540230533,0.06729213077956037
33,C1=C2C(=NC=N1)N=CN2,1044.0,500.0 mg/mL,mg/mL,120.115,500.0,500.37161383834456,0.0742675699554403
216,CCCCCCCCCC(=O)OCC,8048.0,0.0159 mg/mL at 25 °C,mg/mL,200.322,0.0159,0.015912142063643768,0.07630690824153313
26,N#N,947.0,"In water, 1.81X10+4 mg/L at 21 °C",mg/L,28.014,18.1,18.083193283634937,0.09294108679507342
218,CC(C)CCOC=O,8052.0,3.5 mg/mL at 25 °C,mg/mL,116.15999999999998,3.5,3.503701375777582,0.10564187356750523
124,CC(C)(C(=O)O)N,6119.0,181 mg/mL at 25 °C,mg/mL,103.121,181.0,181.20281966359173,0.11192963992959161
192,CCCCCCCC(=O)OCC,7799.0,0.0701 mg/mL at 25 °C,mg/mL,172.26799999999997,0.0701,0.07017858569675886,0.11197959602439575
107,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,5753.0,0.199 mg/mL,mg/mL,346.4670000000001,0.199,0.19923231543541817,0.11660529814675699
217,CCOC(=O)CCCCCCCCC(=O)OCC,8049.0,0.08 mg/mL at 20 °C,mg/mL,258.3579999999999,0.08,0.07990155791841587,0.12320420796381412
250,CCOC1=CC=C(C=C1)N,9076.0,"5 to 10 mg/mL at 68 °F (NTP, 1992)",mg/mL,137.18199999999996,7.5,7.50999945042099,0.1331484840578702
295,CCOC1=C(C=C(C=C1)C=O)OC,67116.0,1.16 mg/mL at 25 °C,mg/mL,180.203,1.16,1.1617202731654392,0.1480798093289658
266,C=CCN(CC=C)C(=O)C(Cl)Cl,37829.0,"In water, 5.0X10+3 mg/L at 20 °C",mg/L,208.088,5.0,4.991683444529276,0.16660823073304004
165,CCOC(=O)C1=CC=CC=C1,7165.0,0.72 mg/mL at 25 °C,mg/mL,150.177,0.72,0.7187923137473688,0.16801602208779107
14,C1=CC=C(C=C1)C(=O)NCC(=O)O,464.0,3.75 mg/mL,mg/mL,179.17499999999995,3.75,3.7434963424577243,0.17373217300930519
347,C(=C/C(=O)O)\C=C\C(=O)O,5356793.0,0.2 mg/mL at 15 °C,mg/mL,142.11,0.2,0.20042780614906452,0.21344650589366854
239,C1=CC=C2C=C(C=CC2=C1)O,8663.0,"In water, 7.55X10+2 mg/L at 25 °C",mg/L,144.17299999999997,0.755,0.7566306596659048,0.21551593833440988
249,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,8955.0,0.00706 mg/mL at 37 °C,mg/mL,316.48500000000007,0.00706,0.007085216595398006,0.3559043687441334
294,CNC1=CC=CC=C1C(=O)O,67069.0,0.2 mg/mL at 20 °C,mg/mL,151.165,0.2,0.19927427988387933,0.3641815273619715
97,CN1C2CC(CC1C3[C@@H]2O3)OC(=O)C(CO)C4=CC=CC=C4,16399351.0,1.0X10+5 mg/L,mg/L,303.35799999999995,100.0,100.45127475071585,0.44924741058364487
94,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(CO)C4=CC=CC=C4,6451257.0,1.0X10+5 mg/L,mg/L,303.35799999999995,100.0,100.45127475071585,0.44924741058364487
93,CN1C2CC(CC1[C@@H]3[C@H]2O3)OC(=O)C(CO)C4=CC=CC=C4,6432494.0,1.0X10+5 mg/L,mg/L,303.35799999999995,100.0,100.45127475071585,0.44924741058364487
92,CN1[C@H]2CC(C[C@H]1[C@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,5284456.0,1.0X10+5 mg/L,mg/L,303.35799999999995,100.0,100.45127475071585,0.44924741058364487
91,CN1C2CC(CC1C3C2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,2723877.0,1.0X10+5 mg/L,mg/L,303.35799999999995,100.0,100.45127475071585,0.44924741058364487
90,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,5184.0,1.0X10+5 mg/L,mg/L,303.35799999999995,100.0,100.45127475071585,0.44924741058364487
95,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(CO)C4=CC=CC=C4,6451257.0,1.0X10+5 mg/L,mg/L,303.35799999999995,100.0,100.45127475071585,0.44924741058364487
96,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,11968014.0,1.0X10+5 mg/L,mg/L,303.35799999999995,100.0,100.45127475071585,0.44924741058364487
68,CC(=O)CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,3824.0,0.174 mg/mL at 20 °C,mg/mL,322.36400000000003,0.174,0.17311971800510018,0.5084816478697582
236,COC1=CC=C(C=C1)C(=O)OC,8499.0,0.643 mg/mL at 20 °C,mg/mL,166.17599999999996,0.643,0.6464996601456954,0.5413243596921111
129,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,6238.0,0.00648 mg/mL,mg/mL,330.4680000000001,0.00648,0.00644361245192842,0.5647072716282011
224,CCCCCCCCCCC(=O)O,8180.0,0.0522 mg/mL,mg/mL,186.295,0.0522,0.05250506481799116,0.5810197912309262
153,CC(C)CCOC(=O)C1=CC=CC=C1O,6874.0,0.145 mg/mL at 25 °C,mg/mL,208.257,0.145,0.1440786425106649,0.6394823502497143
268,CC1=C2C(=CC=C1)SC3=NN=CN23,39040.0,1.6 mg/mL at 25 °C,mg/mL,189.243,1.6,1.6107191576353237,0.6654889267636368
253,C1=CN=CN=C1,9260.0,1000 mg/mL at 25 °C,mg/mL,80.08999999999999,1000.0,1008.2733623059486,0.8205475434784051
31,C1=CC=C(C=C1)C(CN)O,1000.0,45.8 mg/mL,mg/mL,137.182,45.8,45.425229507224806,0.8250271860829774
160,C1=CC=C(C(=C1)C=O)O,6998.0,"Solubility in water, 1.7X10+4 mg/L at 86 °C",mg/L,122.12299999999996,17.0,16.857666754609806,0.8443235203428882
158,CC1=CC=CC=C1S(=O)(=O)N,6924.0,"In water, 1.62X10+3 mg/L at 25 °C",mg/L,171.22099999999998,1.62,1.6351478557117625,0.9263905804511274
303,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O,68570.0,0.0039 mg/mL,mg/mL,272.388,0.0039,0.0039372044827394185,0.9449466722524046
179,COC(=O)C1=CC=C(C=C1)O,7456.0,"In water, 2.50X10+3 mg/L at 25 °C",mg/L,152.149,2.5,2.525044883797174,0.991858954978707
341,COC1=CC(=C2C(=C1)OC3=C(C2=O)C=C(C=C3)O)O,5281636.0,0.3 mg/mL at 16 °C,mg/mL,258.229,0.3,0.30339262071447964,1.1182278285114993
175,C1CCC(CC1)C(=O)O,7413.0,4.6 mg/mL at 25 °C,mg/mL,128.171,4.6,4.54767869114566,1.1505058384227802
126,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,6166.0,0.0595 mg/mL at 37 °C,mg/mL,330.46800000000013,0.0595,0.05876644400767429,1.2482565598658815
30,C1=CC=C(C=C1)CC(=O)O,999.0,"In water, 1.73X10+4 mg/L at 25 °C",mg/L,136.14999999999998,17.3,17.539517646302016,1.3655885591159054
88,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,4831.0,0.322 mg/mL at 25 °C,mg/mL,303.32200000000006,0.322,0.317617125451895,1.3799238759148076
132,CC1=CC=C(C=C1)S(=O)(=O)N,6269.0,"In water, 3.16X10+3 mg/L at 25 °C",mg/L,171.22099999999998,3.16,3.1157100071205996,1.4215056208113328
9,C[N+](C)(C)CC(=O)O,248.0,611.0 mg/mL at 19 °C,mg/mL,118.15599999999998,611.0,620.0915455671262,1.466161832413185
174,C1=COC(=C1)C=O,7362.0,"50 to 100 mg/mL at 64 °F (NTP, 1992)",mg/mL,96.08499999999998,75.0,76.32302843348258,1.7334590367252383
281,CCC(C)C1CCCCC1=O,61771.0,566 mg/L @ 20 °C (exp),mg/L,154.253,0.566,0.5770052373817547,1.9073028577162674
12,C1=C(C=C(C=C1O)O)O,359.0,10.6 mg/mL at 20 °C,mg/mL,126.11099999999998,10.6,10.809096185301538,1.9344465227895018
214,CCCCC(=O)O,7991.0,"10 to 50 mg/mL at 72 °F (NTP, 1992)",mg/mL,102.13299999999998,30.0,30.668677158472512,2.1803260538995364
176,C1=CC(=CC(=C1)O)C(=O)O,7420.0,7.25 mg/mL at 25 °C,mg/mL,138.122,7.25,7.475640312250551,3.0183409423910836
189,CCCC(=O)OCCC,7770.0,1.62 mg/mL at 17 °C,mg/mL,130.18699999999998,1.62,1.5651919994953716,3.501679060607197
111,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,5879.0,0.012 mg/mL at 23 °C,mg/mL,290.447,0.012,0.011562903336575153,3.7801636033940293
191,CCCCCCC(=O)OCC,7797.0,0.29 mg/mL,mg/mL,158.241,0.29,0.3085453593103129,6.010577942824065
223,C(CCC#N)CC#N,8128.0,"50 to 100 mg/mL at 73 °F (NTP, 1992)",mg/mL,108.144,75.0,79.99341545004373,6.242283095365693
291,COC1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C=C2O,66721.0,1.5 [ug/mL] (The mean of the results at pH 7.4),ug/mL,293.322,0.0015,0.0016000032711142825,6.250191666460638
244,CCOC(=O)C,8857.0,"50 to 100 mg/mL at 70 °F (NTP, 1992)",mg/mL,88.106,75.0,80.35362701229178,6.662582899304385
37,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCCC3,1329.0,3.1 [ug/mL] (The mean of the results at pH 7.4),ug/mL,304.3940000000001,0.0031,0.0033376138403680886,7.119272981618613
276,CC(C)C(=O)OCCOC1=CC=CC=C1,61005.0,210 mg/L @ 20 °C (exp),mg/L,208.257,0.21,0.19600037666581377,7.142651239928982
147,CC(C)CO,6560.0,"50 to 100 mg/mL at 61 °F (NTP, 1992)",mg/mL,74.12299999999999,75.0,81.2742533327213,7.719853551943078
196,C(CBr)Cl,7849.0,"5 to 10 mg/mL at 70 °F (NTP, 1992)",mg/mL,143.411,7.5,6.8640820170081875,9.264428679845333
275,CC(C)COC(=O)CC1=CC=CC=C1,60998.0,93 mg/L @ 20 °C (exp),mg/L,192.258,0.093,0.10300042867046352,9.709113641127256
357,C[C@@H](CCC(=O)O)CC(=O)O,6999745.0,248 mg/mL at 26 °C,mg/mL,160.16899999999998,248.0,221.09476727717941,12.1690952048134
127,CCCCCC=O,6184.0,"In water, 5.64X10+3 mg/L at 30 °C",mg/L,100.161,5.64,5.019941450734121,12.35190799237709
1,C(CCl)Cl,11.0,"5 to 10 mg/mL at 66 °F (NTP, 1992)",mg/mL,98.96,7.5,8.619055686205373,12.983506859068092
154,COC1=C(C=C(C=C1Cl)Cl)Cl,6884.0,0.01 mg/mL at 20 °C,mg/mL,211.475,0.01,0.011554709563626508,13.455202444210585
193,C1C(O1)CCl,7835.0,"50 to 100 mg/mL at 72 °F (NTP, 1992)",mg/mL,92.525,75.0,65.78497456334408,14.007796609821307
10,CC(C)C1=CC=C(C=C1)C=O,326.0,282 mg/L @ 20 °C (exp),mg/L,148.20499999999996,0.282,0.24300131159817767,16.048756340175558
350,C1=CC=C(C=C1)/C=C\C(=O)O,5372954.0,0.57 mg/mL at 25 °C,mg/mL,148.16099999999997,0.57,0.4906071808998217,16.182563605074847
366,CC1=CC(=NO1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,54677972.0,33.9 [ug/mL] (The mean of the results at pH 7.4),ug/mL,335.34100000000007,0.0339,0.0290706059333647,16.612636412550806
207,C1=CC(=CC(=C1)Cl)O,7933.0,"10 to 50 mg/mL at 59 °F (NTP, 1992)",mg/mL,128.558,30.0,25.650693268776923,16.955903240702003
83,C1=CC(=CC=C1O)Cl,4684.0,"10 to 50 mg/mL at 59 °F (NTP, 1992)",mg/mL,128.558,30.0,25.650693268776923,16.955903240702003
123,C1=CC=C(C=C1)N,6115.0,"10 to 50 mg/mL at 73 °F (NTP, 1992)",mg/mL,93.129,30.0,36.231385308172364,17.19886020137025
329,CCCCCCOC(=O)C1=CC=C(C=C1)N,1563370.0,20.4 [ug/mL] (The mean of the results at pH 7.4),ug/mL,221.3,0.0204,0.02483026839370244,17.84220904686662
186,C1=CC=C(C=C1)NC=O,7671.0,"10 to 50 mg/mL at 77 °F (NTP, 1992)",mg/mL,121.13899999999995,30.0,25.309524399552735,18.53245255185496
252,C1=CC=C2C(=C1)C=CO2,9223.0,"0.1 to 1 mg/mL at 64 °F (NTP, 1992)",mg/mL,118.13499999999996,0.55,0.6779999996324274,18.879056003218526
233,CCOC(=O)C1=CC=C(C=C1)O,8434.0,"In water, 8.85X10+2 mg/L at 25 °C",mg/L,166.176,0.885,0.7422809260927843,19.22709703164001
188,CCCC(=O)OCC,7762.0,"In water, 4.9X10+3 mg/L at 20 °C",mg/L,116.15999999999998,4.9,6.0961634582613575,19.62157784073766
46,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,2757.0,0.2 mg/mL at 25 °C,mg/mL,294.398,0.2,0.2505733361707033,20.183047782965293
29,C1=CC=C(C=C1)O,996.0,"50 to 100 mg/mL at 66 °F (NTP, 1992)",mg/mL,94.11299999999996,75.0,94.11299999999996,20.308565235408462
230,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,8263.0,0.0236 mg/mL at 25 °C,mg/mL,200.028,0.0236,0.029673111054110194,20.4667149428168
200,C(C#N)Cl,7856.0,"50 to 100 mg/mL at 70.7 °F (NTP, 1992)",mg/mL,75.49799999999999,75.0,61.27294825233407,22.403119384977575
238,CN(C)CCC1=CC2=C(C(=C1CC(=O)C3=C(C(=C(C=C3)OC)OC)C(=O)O)OC)OCO2,8564.0,0.78 mg/mL at 13 °C,mg/mL,445.46800000000025,0.78,1.0068263721219353,22.528846919641932
220,CCCOC=O,8073.0,22 mg/mL at 22 °C,mg/mL,88.10599999999998,22.0,28.51054273744182,22.83556225989262
260,CCCCCCCCCCCCCCCCC(=O)O,10465.0,4.2 mg/L @ 25 °C (exp),mg/L,270.4569999999999,0.0042,0.005522023193014861,23.94092068803999
49,C1CNP(=O)(OC1)N(CCCl)CCCl,2907.0,"10 to 50 mg/mL at 73 °F (NTP, 1992)",mg/mL,261.08899999999994,30.0,39.872765458099,24.760673970492398
221,CCSSCC,8077.0,0.3 mg/mL at 25 °C,mg/mL,122.258,0.3,0.40170809821134024,25.318906605121818
247,CCCCCC(=O)O,8892.0,"5 to 10 mg/mL at 72 °F (NTP, 1992)",mg/mL,116.15999999999998,7.5,10.11711306092983,25.86818043021158
47,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,2771.0,39.5 [ug/mL] (The mean of the results at pH 7.4),ug/mL,324.399,0.0395,0.03109000098300835,27.050494535487385
23,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,836.0,3.6 mg/mL,mg/mL,197.19,3.6,4.95318885429374,27.319548963304907
362,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],23668834.0,"50 to 100 mg/mL at 77 °F (NTP, 1992)",mg/mL,356.3790000000001,75.0,103.90203792883413,27.816622758285142
198,CCC#N,7854.0,"50 to 100 mg/mL at 73 °F (NTP, 1992)",mg/mL,55.07999999999999,75.0,103.98118317130877,27.871565111509007
98,C1=CC2=C(C=C1O)C(=CN2)CCN,5202.0,25.5 mg/mL,mg/mL,176.21899999999994,25.5,19.923704632856637,27.988245509057418
62,C(C(=O)O)NCP(=O)(O)O,3496.0,"5 to 10 mg/mL at 64 °F (NTP, 1992)",mg/mL,169.073,7.5,10.499636374739136,28.568954844530627
195,CCCC,7843.0,"61 mg/L at 68 °F (NTP, 1992)",mg/L,58.124,0.061,0.0854733645545846,28.632738025605082
330,CCCCC[C@@H]1[C@H](CCC1=O)CC(=O)OC,1738124.0,0.28 mg/mL,mg/mL,226.31599999999997,0.28,0.39631017447283207,29.348268594806253
8,C1=CC=C(C=C1)CO,244.0,"10 to 50 mg/mL at 70 °F (NTP, 1992)",mg/mL,108.13999999999996,30.0,43.05130942365517,30.315708391633585
298,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,68310.0,297 mg/mL,mg/mL,223.228,297.0,226.99898287570397,30.837590652388926
53,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,3108.0,10.7 [ug/mL] (The mean of the results at pH 7.4),ug/mL,504.6360000000005,0.0107,0.008173000156312315,30.918876732627826
288,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,65464.0,22.5 [ug/mL] (The mean of the results at pH 7.4),ug/mL,345.874,0.0225,0.03270028362420773,31.193257347335518
11,CC1=CC(=CC=C1)O,342.0,"10 to 50 mg/mL at 68 °F (NTP, 1992)",mg/mL,108.13999999999996,30.0,22.59364835905557,32.78068031883815
348,CC/C=C/C#N,5364360.0,"5 to 10 mg/mL at 66 °F (NTP, 1992)",mg/mL,81.11800000000001,7.5,11.199723874106226,33.03406330097112
40,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,2170.0,34.4 [ug/mL] (The mean of the results at pH 7.4),ug/mL,313.788,0.0344,0.02559024466345088,34.426225510581396
359,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,12310288.0,0.00135 mg/mL,mg/mL,449.6320000000002,0.00135,0.0020615763306329133,34.51612826843312
133,CCCCCO,6276.0,"10 to 50 mg/mL at 63 °F (NTP, 1992)",mg/mL,88.14999999999999,30.0,22.142278893756945,35.487409150367775
17,C(C(=O)CO)O,670.0,"In water, 9.3X10+5 mg/L at 25 dege C",mg/L,90.078,930.0,684.0801079871538,35.948990350917235
190,CCCC(=O)OCCC(C)C,7795.0,118 mg/L @ 25 °C (exp),mg/L,158.241,0.118,0.1847011671347704,36.11301875862037
208,CC1=CC(=NC=C1)C,7936.0,350 mg/mL at 25 °C,mg/mL,107.156,350.0,257.04934027045255,36.16062956308315
292,CC(C)[C@@H](C(=O)O)NC(=O)C,66789.0,37.1mg/mL at 25 °C,mg/mL,159.18499999999997,37.1,59.3865455756947,37.52793727880339
131,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,6264.0,"0.1 to 1.0 mg/mL at 67.5 °F (NTP, 1992)",mg/mL,186.098,0.55,0.39893166977481515,37.868221971561795
225,C=CCCCCCCCCC=O,8187.0,30 mg/L @ 20 °C (exp),mg/L,168.28,0.03,0.021520404610245524,39.40258347056111
22,CCC(C)C(C(=O)O)N,791.0,21.4 mg/mL at 25 °C,mg/mL,131.17499999999995,21.4,35.42199981662996,39.58556797814363
185,B(O)(O)O,7628.0,"10 to 50 mg/mL at 66 °F (NTP, 1992)",mg/mL,61.833000000000006,30.0,50.00161651903051,40.001939760123435
219,C(CC#N)C#N,8062.0,"50 to 100 mg/mL at 70 °F (NTP, 1992)",mg/mL,80.09,75.0,126.96704357321416,40.92955314285784
311,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,70914.0,52 mg/mL,mg/mL,189.167,52.0,36.799793056031426,41.30514245236302
18,C(C(C=O)O)O,751.0,17 mg/mL,mg/mL,90.078,17.0,29.207606704573774,41.79598427235094
170,COC(=O)C=C,7294.0,"10 to 50 mg/mL at 72 °F (NTP, 1992)",mg/mL,86.09,30.0,51.87435476514146,42.167955368652784
24,CSCCC(C(=O)O)N,876.0,32.7 mg/mL at 25 °C,mg/mL,149.215,32.7,56.72996077197254,42.358500596468865
259,C(CCCC(=O)O)CCC(=O)O,10457.0,11.9 mg/mL,mg/mL,174.19599999999997,11.9,8.345264551992733,42.59583894387682
128,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,6197.0,"10 to 50 mg/mL at 68 °F (NTP, 1992)",mg/mL,281.352,30.0,20.85691190104958,43.83720918191305
45,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2519.0,"10 to 50 mg/mL at 73 °F (NTP, 1992)",mg/mL,194.194,30.0,20.808261996131176,44.173501879098886
169,C(C(CBr)Br)O,7281.0,"50 to 100 mg/mL at 68 °F (NTP, 1992)",mg/mL,217.888,75.0,52.00155553669634,44.226454816479816
173,CCOC(=O)C(=C)C,7343.0,"5 to 10 mg/mL at 68 °F (NTP, 1992)",mg/mL,114.144,7.5,5.152274036430226,45.5667914200543
203,CCCC(=O)C,7895.0,"10 to 50 mg/mL at 72 °F (NTP, 1992)",mg/mL,86.13399999999999,30.0,55.61278136367101,46.055566248665514
246,CCCCCCC(=O)OCC=C,8878.0,63 mg/L @ 20 °C (exp),mg/L,170.25199999999998,0.063,0.043000252560327266,46.510767376573106
0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,6.0,13.8 [ug/mL] (The mean of the results at pH 7.4),ug/mL,202.553,0.0138,0.009240136861469737,49.34843722439162
320,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,79025.0,500 mg/mL at 20 Â°C,mg/mL,180.156,500.0,990.0308567069421,49.49652360704103
232,CC1=C(C(=O)C=CO1)O,8369.0,"1 to 10 mg/mL at 72 °F (NTP, 1992)",mg/mL,126.11099999999996,5.5,10.904140919256331,49.56044643290337
272,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,50248.0,0.5 [ug/mL] (The mean of the results at pH 7.4),ug/mL,359.665,0.0005,0.0010000225206239289,50.001126005838096
361,CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)[O-].[Na+],23668198.0,"10 to 50 mg/mL at 72.5 °F (NTP, 1992)",mg/mL,251.243,30.0,19.998341049304845,50.01244316234331
167,CC1=CC=CC=C1N,7242.0,"5 to 10 mg/mL at 59 °F (NTP, 1992)",mg/mL,107.156,7.5,15.136187313159589,50.44987324199267
135,C(Cl)Cl,6344.0,"10 to 50 mg/mL at 70 °F (NTP, 1992)",mg/mL,84.933,30.0,19.910238597156695,50.676245558826125
336,CN1CCC(CC1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,2947724.0,43.1 [ug/mL] (The mean of the results at pH 7.4),ug/mL,345.87000000000006,0.0431,0.028000242840244226,53.92723643829679
81,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,4594.0,35.4 [ug/mL] (The mean of the results at pH 7.4),ug/mL,345.42400000000004,0.0354,0.08229185884768858,56.98237894282987
136,C(Cl)(Cl)Br,6359.0,"5 to 10 mg/mL at 66 °F (NTP, 1992)",mg/mL,163.829,7.5,4.7248799712572875,58.73419104029123
21,C1=CC(=CC=C1O)O,785.0,"10 to 50 mg/mL at 68 °F (NTP, 1992)",mg/mL,110.11199999999997,30.0,74.44484858636187,59.701711307535746
199,C=CC#N,7855.0,"10 to 50 mg/mL at 70.9 °F (NTP, 1992)",mg/mL,53.06399999999999,30.0,74.95489226786182,59.975928065121096
108,C1=CC(=C(C(=C1)Cl)C(=O)O)Cl,5758.0,"1 to 10 mg/mL at 66 °F (NTP, 1992)",mg/mL,191.013,5.5,14.12043971143304,61.04937160316077
182,C1CCN(CC1)N=O,7526.0,"10 to 50 mg/mL at 72 °F (NTP, 1992)",mg/mL,114.148,30.0,77.17351947504392,61.126562318177946
197,C=CCCl,7850.0,"1 to 10 mg/mL at 66 °F (NTP, 1992)",mg/mL,76.526,5.5,3.340481057801093,64.64694470144468
242,CCOC(=O)C=C,8821.0,"10 to 50 mg/mL at 70 °F (NTP, 1992)",mg/mL,100.117,30.0,18.218299086145574,64.66959872677701
27,C(=O)(C(=O)O)O,971.0,"50 to 100 mg/mL at 75 °F (NTP, 1992)",mg/mL,90.03399999999999,75.0,215.97652303100077,65.27400342062425
149,CC(=C)C(=O)OC,6658.0,"1 to 10 mg/mL at 63.5 °F (NTP, 1992)",mg/mL,100.117,5.5,15.86747517496293,65.33790070975896
51,C(C(CS)S)O,3080.0,"10 to 50 mg/mL at 68 °F (NTP, 1992)",mg/mL,124.22999999999996,30.0,86.9860544186186,65.51171311251154
85,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,4757.0,12.3 [ug/mL] (The mean of the results at pH 7.4),ug/mL,180.21,0.0123,0.03595662217805416,65.79211490141806
15,CCC=O,527.0,"50 to 100 mg/mL at 64 °F (NTP, 1992)",mg/mL,58.08,75.0,220.8140013829819,66.03476250135095
335,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,2724702.0,1.5 mg/mL at 18 Â°C,mg/mL,390.3410000000002,1.5,0.8999792499332275,66.67050936022025
109,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,5789.0,73.5 mg/mL,mg/mL,242.231,73.5,43.86999996663544,67.54046057875345
122,CCOS(=O)(=O)C,6113.0,"50 to 100 mg/mL at 81 °F (NTP, 1992)",mg/mL,124.161,75.0,236.35913454574916,68.26862640864715
64,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,3559.0,23.5 [ug/mL] (The mean of the results at pH 7.4),ug/mL,375.871,0.0235,0.013964931809598341,68.27865914710762
141,C1C=CCS1(=O)=O,6498.0,"50 to 100 mg/mL at 61 °F (NTP, 1992)",mg/mL,118.15699999999998,75.0,247.31465149017552,69.67425926927773
